,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,L_4,L_5,L_1,L_2,L_3,L_6,L_7,L_8,L_9,A_a,A_k,A_p,A_loga,A_aa
26,ma_FKFK_nnlo_log_logSq_sunset_alphaS_FV,1.185(15),-0.00394(80),55.88316598883005,1.6862546538282823,0.03772956255969055,10,-0.0026(22),-0.00054(89),7(290)e-06,0.00001(33),-0.0003(26),6(1000)e-07,0.00013(33),0.00002(20),,-6(17),1.5(2.5),-2.5(1.8),8(25),
27,ma_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV,1.169(17),-0.00349(83),53.638822025921144,1.6660741606103626,0.0412998798374777,10,-0.0025(23),-0.00023(90),0.00001(29),0.00003(33),0.00002(258),3(1000)e-07,0.00022(31),0.00004(20),,19(23),0.7(1.4),-1.2(1.2),-37(39),60(41)
28,ma_FKFK_nnlo_logSq_sunset_alphaS_FV,1.201(16),-0.00439(83),57.39163353681682,1.7287598895510672,0.03110393045386747,10,-0.00104(15),0.00074(29),,,,,,,,-26(18),0.00005(3100),-0.00006(3100),41(27),
29,ma_FKFK_nnlo_logSq_sunset_alphaS_a4_FV,1.185(19),-0.00396(87),55.06473191117522,1.6200685406270816,0.050593486803733684,10,-0.00099(15),0.00051(33),,,,,,,,-2(25),-0.00004(3100),0.0001(310),-3(41),54(40)
30,ma_FKFK_nnlo_alphaS_FV,1.204(16),-0.00448(83),59.65306526714997,1.4620775389444296,0.09799520633584456,10,-0.00163(15),0.00091(30),,,,,,,,-28(18),7e-13 +- 1e-05,5e-12 +- 1e-05,43(28),
31,ma_FKFK_nnlo_alphaS_a4_FV,1.191(20),-0.00412(88),57.33799632175494,1.3350039574556682,0.1594435574517676,10,-0.0009(14),0.00114(75),,,,,,,,-6(25),-0.5(2.2),1.1(1.9),2(41),62(42)
32,ma_FKFpi_nnlo_log_logSq_sunset_bijnens,1.1845(26),-0.00393(69),55.85965620950344,1.9060128096389308,0.013406058958317476,0,-0.00050(52),-0.00050(45),0.00024(12),0.00021(11),-0.0039(14),-0.00010(10),-0.00037(17),0.00014(10),,0.75(33),-0.4(1.2),0.80(93),,
33,ma_FKFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1921(49),-0.00414(70),53.9837842058796,1.6747484097924026,0.039729646818790564,0,-0.00035(70),0.00009(59),0.00024(12),0.00022(11),-0.0033(15),-0.00010(10),-0.00035(17),0.00014(10),,-2.7(1.9),-0.7(1.6),1.39(99),,46(24)
34,ma_FKFpi_nnlo_log_logSq_sunset,1.1843(27),-0.00392(69),55.06638118890929,1.9504943650043616,0.010761749820062368,0,-0.00065(94),-0.00022(86),-0.00001(24),-0.00002(22),-0.0026(27),5(10000)e-08,-0.00009(33),-7(140)e-06,,0.82(35),-0.7(2.0),1.4(1.3),,
35,ma_FKFpi_nnlo_log_logSq_sunset_a4,1.1960(49),-0.00425(71),54.84401640733113,1.7039529153296118,0.034829762365874616,0,0.0007(43),0.00214(28),7(240)e-06,0.00002(22),0.0029(12),5(98)e-06,-0.00012(31),-0.00002(14),,-4.2(1.8),-0.0003(310),0.0005(310),,67(22)
36,ma_FKFpi_nnlo_logSq_sunset,1.1861(23),-0.00397(69),55.442681091514864,1.996285290443454,0.008555104124362188,0,-0.00143(55),-0.00003(45),,,,,,,,0.64(34),-0.8(2.0),1.7(1.5),,
37,ma_FKFpi_nnlo_logSq_sunset_a4,1.1997(61),-0.00436(72),54.66490446671254,1.4890690901777026,0.08789510739436172,0,-0.0005(14),0.00184(85),,,,,,,,-5.1(2.3),-2.8(5.2),5.9(3.1),,82(31)
38,ma_FKFpi_nnlo,1.1872(23),-0.00401(69),54.11092692832162,2.119388753604877,0.004544956444310739,0,-0.00153(75),0.00043(51),,,,,,,,0.68(37),-1.2(2.7),2.7(1.8),,
39,ma_FKFpi_nnlo_a4,1.2026(62),-0.00444(72),54.134447311488884,1.5316760824944615,0.07376207205106451,0,-0.0006(16),0.00232(88),,,,,,,,-5.7(2.4),-3.1(5.8),6.7(3.4),,89(32)
40,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.207(15),-0.00455(82),55.626794168763844,1.7778137403925456,0.024782097636925692,0,-0.00054(58),-0.00009(56),0.00024(12),0.00022(11),-0.0036(14),-0.00010(10),-0.00036(17),0.00014(10),,-21(15),-0.4(1.2),0.87(84),33(22),
41,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.193(19),-0.00416(87),52.95312688591488,1.679905708079261,0.038821678513410805,0,-0.00036(68),0.00008(59),0.00024(12),0.00022(11),-0.0033(15),-0.00010(10),-0.00035(17),0.00014(10),,-3(21),-0.7(1.6),1.4(1.0),1(36),45(38)
42,ma_FKFpi_nnlo_log_logSq_sunset_alphaS,1.218(14),-0.00487(81),55.84331901275221,1.8460756266685605,0.017931292987345603,0,-0.0010(27),0.00187(37),1(240)e-06,0.00001(22),0.0020(14),-3(99)e-06,-0.00014(32),-0.00003(14),,-33(14),-0.0002(310),0.0005(310),52(21),
43,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4,1.200(18),-0.00436(86),53.80467383415282,1.7008429995800305,0.03532426514658773,0,0.0006(42),0.00212(31),7(240)e-06,0.00002(22),0.0027(14),4(98)e-06,-0.00010(32),-0.00002(14),,-9(21),-0.0003(310),0.0004(310),8(34),60(37)
44,ma_FKFpi_nnlo_logSq_sunset_alphaS,1.219(18),-0.00490(88),55.51164233220908,1.7321902608292767,0.030618198027685117,0,-0.0010(10),0.00121(77),,,,,,,,-32(18),-1.8(3.8),4.0(2.4),50(27),
45,ma_FKFpi_nnlo_logSq_sunset_alphaS_a4,1.203(21),-0.00444(92),53.71389032203686,1.485541656548445,0.0891625732917736,0,-0.0005(14),0.00189(89),,,,,,,,-8(23),-2.8(5.3),5.9(3.2),5(38),78(42)
46,ma_FKFpi_nnlo_alphaS,1.224(19),-0.00503(89),54.596511612624475,1.8189027397641024,0.020416733407733385,0,-0.0012(12),0.00167(80),,,,,,,,-36(18),-2.1(4.4),4.8(2.7),55(28),
47,ma_FKFpi_nnlo_alphaS_a4,1.205(22),-0.00449(93),53.182401821350574,1.5311132737105049,0.07393514652536305,0,-0.0006(16),0.00234(91),,,,,,,,-8(23),-3.1(5.8),6.7(3.4),4(38),86(42)
48,ma_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1861(26),-0.00397(69),60.27971923233406,1.4112749589395701,0.11966136143272554,10,-0.00066(43),-0.00084(20),0.00024(12),0.00021(11),-0.0040(11),-0.00010(10),-0.00036(17),0.00014(10),,0.28(29),-0.005(140),0.009(139),,
49,ma_FKFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1914(49),-0.00412(70),57.42685852372729,1.2834541563055433,0.1917914931771583,10,-0.00066(53),-0.00041(48),0.00024(12),0.00022(11),-0.0036(14),-0.00010(10),-0.00035(17),0.00014(10),,-2.2(1.8),-0.3(1.1),0.66(88),,32(23)
50,ma_FKFpi_nnlo_log_logSq_sunset_FV,1.1857(28),-0.00396(69),59.305276644109604,1.4568589664642038,0.10005702593460863,10,-0.00088(90),-0.00049(78),-0.00001(24),-0.00002(22),-0.0025(25),1(1000)e-07,-0.00008(33),-4(140)e-06,,0.37(35),-0.4(1.7),0.9(1.3),,
51,ma_FKFpi_nnlo_log_logSq_sunset_a4_FV,1.1954(49),-0.00423(71),57.91617996776042,1.3512457675466147,0.15019135161957187,10,-0.0013(38),0.00209(33),6(240)e-06,0.00002(22),0.0031(11),-7(98)e-06,-0.00011(32),-0.00003(14),,-4.0(1.8),-1e-11 +- 1e-05,5e-11 +- 1e-05,,62(23)
52,ma_FKFpi_nnlo_logSq_sunset_FV,1.1869(24),-0.00400(69),60.3897760968799,1.4528730107271204,0.10165633203793904,10,-0.00166(31),-0.00044(32),,,,,,,,0.20(29),-0.3(1.1),0.62(96),,
53,ma_FKFpi_nnlo_logSq_sunset_a4_FV,1.1976(59),-0.00429(71),58.465292970474565,1.0812427287054358,0.3651873414051057,10,-0.0008(12),0.00134(81),,,,,,,,-4.4(2.3),-2.2(4.3),4.7(2.8),,68(31)
54,ma_FKFpi_nnlo_FV,1.1879(24),-0.00402(69),59.69659317298851,1.4909581888712513,0.08722265915015533,10,-0.00173(57),0.00009(46),,,,,,,,0.28(35),-0.8(2.0),1.8(1.5),,
55,ma_FKFpi_nnlo_a4_FV,1.2006(60),-0.00438(72),58.54810740872236,1.0461383579843604,0.402566090569209,10,-0.0008(14),0.00186(85),,,,,,,,-5.1(2.3),-2.6(5.0),5.7(3.1),,76(31)
56,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.201(15),-0.00440(81),59.44317534611221,1.3407911940617383,0.15609653191539666,10,-0.00073(48),-0.00057(38),0.00024(12),0.00021(11),-0.0038(13),-0.00010(10),-0.00036(17),0.00014(10),,-15(14),-0.09(58),0.18(53),23(22),
57,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.192(19),-0.00413(87),56.38296282451151,1.2834430956538891,0.1917989341822382,10,-0.00066(54),-0.00041(51),0.00024(12),0.00022(11),-0.0036(14),-0.00010(10),-0.00035(17),0.00014(10),,-2(21),-0.3(1.1),0.66(90),0.5(35.1),32(37)
58,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_FV,1.205(15),-0.00451(82),58.94210475167544,1.3697407912164818,0.14018191376009162,10,-0.0013(11),0.00018(98),-7(240)e-06,-9(220)e-06,-0.0012(28),-8(10000)e-08,-0.00007(32),-7(140)e-06,,-19(15),-0.5(1.5),1.1(1.0),29(23),
59,ma_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV,1.199(18),-0.00433(86),56.87750046998902,1.349310663346559,0.15127076973481013,10,-0.0015(36),0.00205(37),6(240)e-06,0.00002(22),0.0030(13),-7(98)e-06,-0.00011(32),-0.00003(14),,-8(21),-0.00003(1600),0.0001(160),7(35),55(39)
60,ma_FKFpi_nnlo_logSq_sunset_alphaS_FV,1.214(18),-0.00475(87),59.86816808535022,1.2503313562641718,0.2150640196064184,10,-0.00124(83),0.00075(73),,,,,,,,-27(18),-1.3(3.0),3.0(2.1),42(27),
61,ma_FKFpi_nnlo_logSq_sunset_alphaS_a4_FV,1.202(21),-0.00442(91),57.511292967254754,1.0731119374559852,0.3736741671142277,10,-0.0008(12),0.00142(85),,,,,,,,-9(23),-2.2(4.5),4.8(2.8),8(38),63(41)
62,ma_FKFpi_nnlo_alphaS_FV,1.219(18),-0.00491(88),59.62820185624538,1.25127251137545,0.2143752041399772,10,-0.0013(10),0.00128(78),,,,,,,,-31(18),-1.7(3.8),4.0(2.4),48(27),
63,ma_FKFpi_nnlo_alphaS_a4_FV,1.205(21),-0.00449(92),57.59727253774274,1.0414389678639715,0.4077106888322237,10,-0.0008(14),0.00192(89),,,,,,,,-10(23),-2.6(5.1),5.8(3.1),7(38),71(42)
64,ma_FpiFpi_nnlo_log_logSq_sunset_bijnens,1.1863(31),-0.00398(69),54.7536377599443,1.9882686151622009,0.0089078900562992,0,-0.00008(81),-0.00067(48),0.00028(14),0.00031(16),-0.0040(14),-0.00006(10),-0.00035(17),0.00020(10),,1.25(26),-0.8(1.8),1.6(1.2),,
65,ma_FpiFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1957(53),-0.00424(71),53.193825732018674,1.6828233902805363,0.03831630952147764,0,0.0004(14),-0.00006(57),0.00029(14),0.00033(16),-0.0034(14),-0.00006(10),-0.00034(17),0.00020(10),,-2.6(1.8),-1.1(2.2),2.1(1.2),,49(23)
66,ma_FpiFpi_nnlo_log_logSq_sunset,1.1861(31),-0.00397(69),54.09009920588728,2.0121010823596017,0.007897274770760977,0,-0.0003(14),-0.00048(87),-0.00002(29),-0.00005(33),-0.0026(26),7(9999)e-08,-0.00005(34),-4(200)e-06,,1.26(26),-1.0(2.8),2.1(1.8),,
67,ma_FpiFpi_nnlo_log_logSq_sunset_a4,1.1968(54),-0.00427(71),53.58408459991345,1.7023286525729426,0.035087248232399726,0,0.0004(36),0.00077(97),-2(290)e-06,4(329)e-06,-0.0001(29),6(999)e-07,-0.00004(33),-0.00001(20),,-3.1(1.8),-1.4(2.0),2.5(1.2),,55(23)
68,ma_FpiFpi_nnlo_logSq_sunset,1.1873(28),-0.00401(69),55.2385207811633,2.02888259656762,0.0072514989661995625,0,-0.0013(12),-0.00016(39),,,,,,,,1.21(25),-1.1(2.2),2.6(1.4),,
69,ma_FpiFpi_nnlo_logSq_sunset_a4,1.2015(62),-0.00440(72),54.17500107255255,1.495062564243481,0.08577676902212683,0,0.0002(21),0.00119(67),,,,,,,,-4.6(2.3),-2.6(3.8),5.1(2.2),,76(29)
70,ma_FpiFpi_nnlo,1.1881(28),-0.00403(69),54.40930714248452,2.091438060859184,0.00525694059537494,0,-0.0014(15),0.00025(41),,,,,,,,1.19(26),-1.4(2.8),3.4(1.6),,
71,ma_FpiFpi_nnlo_a4,1.2039(63),-0.00447(72),54.06183335396182,1.4674513273383647,0.09590962346633987,0,0.0001(23),0.00170(69),,,,,,,,-5.3(2.3),-3.1(4.4),6.0(2.5),,84(30)
72,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.215(16),-0.00477(85),54.76239477989496,1.8005281885501228,0.022273222638997708,0,0.00004(112),-0.00019(57),0.00029(14),0.00032(16),-0.0036(14),-0.00006(10),-0.00035(17),0.00020(10),,-23(14),-0.9(2.0),1.8(1.1),36(21),
73,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.197(21),-0.00428(92),52.10771917345431,1.6825691978812816,0.03836010142529787,0,0.0004(14),-0.00006(58),0.00029(14),0.00033(16),-0.0034(14),-0.00006(10),-0.00034(17),0.00020(10),,-4(20),-1.1(2.2),2.1(1.2),2(33),47(36)
74,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS,1.217(17),-0.00484(85),54.72526486389256,1.819292300927312,0.02037896242989912,0,-0.0003(23),0.0004(10),-7(290)e-06,-0.00001(33),-0.0010(29),-1(1000)e-07,-0.00005(33),-0.00001(20),,-25(14),-1.1(2.3),2.4(1.3),40(21),
75,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4,1.199(21),-0.00435(92),52.52438627442767,1.7073131828578694,0.034302488923420874,0,0.0004(37),0.00080(96),-2(290)e-06,5(329)e-06,-0.00005(287),7(998)e-07,-0.00004(33),-0.00002(20),,-6(20),-1.4(1.9),2.5(1.2),4(33),52(36)
76,ma_FpiFpi_nnlo_logSq_sunset_alphaS,1.228(20),-0.00513(91),55.37123003875487,1.7068434647393949,0.03437575789618614,0,-0.0005(18),0.00088(64),,,,,,,,-33(17),-2.0(3.4),4.3(2.0),52(25),
77,ma_FpiFpi_nnlo_logSq_sunset_alphaS_a4,1.208(24),-0.00459(96),53.181587470539064,1.4824966186291029,0.09026918672885197,0,0.0002(21),0.00127(71),,,,,,,,-11(22),-2.7(4.0),5.1(2.3),10(36),69(39)
78,ma_FpiFpi_nnlo_alphaS,1.232(20),-0.00526(92),54.901098199802675,1.7295795748507568,0.03098723313292285,0,-0.0006(21),0.00136(66),,,,,,,,-36(17),-2.3(3.9),5.1(2.2),57(25),
79,ma_FpiFpi_nnlo_alphaS_a4,1.210(24),-0.00464(97),53.06963792548793,1.4601782907863503,0.09874140175856816,0,0.0001(24),0.00176(73),,,,,,,,-11(22),-3.1(4.4),6.0(2.5),9(36),78(40)
80,ma_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1884(32),-0.00404(69),59.63915090544352,1.4499624988139268,0.10283765169395033,10,-0.00035(68),-0.00092(43),0.00028(14),0.00032(16),-0.0040(13),-0.00006(10),-0.00035(17),0.00020(10),,0.89(25),-0.5(1.5),1.1(1.1),,
81,ma_FpiFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1949(52),-0.00422(71),56.91278158781931,1.276531724341622,0.1964913699432896,10,-0.00024(99),-0.00043(55),0.00029(14),0.00033(16),-0.0035(14),-0.00006(10),-0.00035(17),0.00020(10),,-1.8(1.7),-0.8(2.0),1.7(1.2),,35(22)
82,ma_FpiFpi_nnlo_log_logSq_sunset_FV,1.1881(32),-0.00403(69),58.91788817213818,1.4746338798374377,0.09318074482441732,10,-0.0007(14),-0.00060(83),-0.00001(29),-0.00003(33),-0.0022(25),2(1000)e-07,-0.00005(34),-4(200)e-06,,0.91(25),-0.8(2.6),1.9(1.8),,
83,ma_FpiFpi_nnlo_log_logSq_sunset_a4_FV,1.1958(53),-0.00425(71),56.93783143398592,1.2786610730687225,0.19503652970005256,10,-0.0009(24),0.0003(10),-3(290)e-06,3(329)e-06,-0.0004(28),-3(1000)e-07,-0.00004(33),-0.00001(20),,-2.3(1.8),-1.1(2.6),2.6(1.4),,42(23)
84,ma_FpiFpi_nnlo_logSq_sunset_FV,1.1885(29),-0.00404(69),60.39386308402544,1.4757538327422917,0.09276122521630326,10,-0.0017(10),-0.00045(37),,,,,,,,0.89(25),-0.9(1.7),2.0(1.2),,
85,ma_FpiFpi_nnlo_logSq_sunset_a4_FV,1.1994(60),-0.00435(72),58.179844244762755,1.0983454311379728,0.3476881865887277,10,-0.0003(18),0.00070(63),,,,,,,,-3.7(2.2),-2.0(3.2),4.1(2.0),,61(28)
86,ma_FpiFpi_nnlo_FV,1.1893(29),-0.00406(69),60.20489017986351,1.4595196083309276,0.09900130724359216,10,-0.0018(13),-0.00005(39),,,,,,,,0.88(25),-1.1(2.3),2.7(1.4),,
87,ma_FpiFpi_nnlo_a4_FV,1.2017(61),-0.00441(72),58.48923604841707,1.0268566257231515,0.4238722335909971,10,-0.0004(20),0.00117(66),,,,,,,,-4.3(2.2),-2.3(3.7),5.0(2.2),,67(29)
88,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.209(16),-0.00460(84),58.86573253758404,1.3427096219304144,0.1549993597315701,10,-0.00039(86),-0.00055(53),0.00029(14),0.00032(16),-0.0036(14),-0.00006(10),-0.00035(17),0.00020(10),,-16(13),-0.7(1.7),1.4(1.1),26(20),
89,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.196(21),-0.00426(90),55.79770669014121,1.2761719163291263,0.19673800735117805,10,-0.0002(10),-0.00042(56),0.00029(14),0.00033(16),-0.0035(14),-0.00006(10),-0.00035(17),0.00020(10),,-3(19),-0.8(2.0),1.7(1.2),3(32),33(35)
90,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV,1.211(16),-0.00467(84),58.57729596056781,1.3574479147801246,0.14677304660324025,10,-0.0010(19),0.00005(97),-7(290)e-06,-0.00001(33),-0.0011(27),-4(10000)e-08,-0.00005(34),-10(200)e-06,,-19(14),-0.9(2.5),2.3(1.5),30(21),
91,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV,1.198(21),-0.00430(91),55.83828429295245,1.2815175303689479,0.19309768389077334,10,-0.0009(24),0.0003(10),-3(290)e-06,2(329)e-06,-0.0005(28),-3(1000)e-07,-0.00004(33),-0.00001(20),,-4(20),-1.1(2.5),2.6(1.4),3(33),39(35)
92,ma_FpiFpi_nnlo_logSq_sunset_alphaS_FV,1.221(19),-0.00496(90),59.94241015519161,1.2268567600940063,0.2327720150403693,10,-0.0009(16),0.00046(61),,,,,,,,-27(16),-1.5(2.8),3.4(1.7),43(24),
93,ma_FpiFpi_nnlo_logSq_sunset_alphaS_a4_FV,1.207(23),-0.00457(95),57.179079602586185,1.086231178019012,0.3600333771504173,10,-0.0003(18),0.00078(67),,,,,,,,-11(21),-2.0(3.3),4.2(2.0),12(34),52(38)
94,ma_FpiFpi_nnlo_alphaS_FV,1.226(19),-0.00508(90),60.0138899441323,1.1872713992475254,0.2649456602074443,10,-0.0010(18),0.00091(63),,,,,,,,-30(16),-1.8(3.4),4.3(2.0),47(25),
95,ma_FpiFpi_nnlo_alphaS_a4_FV,1.209(23),-0.00462(95),57.48458147619914,1.016421992507718,0.4356125487699583,10,-0.0004(21),0.00125(69),,,,,,,,-11(21),-2.4(3.8),5.1(2.2),11(35),59(38)
96,ma-ratio_FKFK_nnlo_log_logSq_sunset_bijnens,1.1807(31),-0.00382(68),50.20239442401996,2.1174083930626217,0.0045922275059842674,0,0.00070(27),-0.00205(63),0.00028(14),0.00031(16),-0.0047(14),-0.00005(10),-0.00032(17),0.00021(10),,-2.42(85),8.5(3.3),-2.8(2.1),,
97,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_bijnens,1.1840(58),-0.00392(70),46.98826522566296,2.1066088553904727,0.004858331488313357,0,0.00058(31),-0.00179(71),0.00028(14),0.00031(16),-0.0047(14),-0.00005(10),-0.00031(17),0.00021(10),,-3.7(2.1),7.1(3.5),-3.6(2.3),,20(29)
98,ma-ratio_FKFK_nnlo_log_logSq_sunset,1.1798(32),-0.00380(68),50.15326632897533,2.1208246138853912,0.004510971832973622,0,0.00089(35),-0.00254(86),-0.00003(29),-0.00008(33),-0.0057(24),0.000012(99),0.00008(33),0.00003(20),,-2.60(87),6.7(3.5),-3.4(2.7),,
99,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4,1.1834(60),-0.00390(70),46.96744002421266,2.1089289161391966,0.004799959375208665,0,0.00075(40),-0.00225(95),-0.00003(29),-0.00008(33),-0.0055(24),9(99)e-06,0.00011(33),0.00003(20),,-4.0(2.1),5.4(3.5),-3.9(2.6),,21(28)
100,ma-ratio_FKFK_nnlo_logSq_sunset,1.1801(32),-0.00381(68),49.69612065194025,2.175872637855945,0.0033758456814714875,0,0.00073(31),-0.00227(79),,,,,,,,-2.8(1.0),12.2(3.2),-3.2(1.6),,
101,ma-ratio_FKFK_nnlo_logSq_sunset_a4,1.1824(71),-0.00387(71),46.40798041684557,2.1938908529935133,0.003067575184200165,0,0.00059(42),-0.0019(11),,,,,,,,-3.4(2.1),11.0(4.0),-3.6(1.8),,12(33)
102,ma-ratio_FKFK_nnlo,1.1817(32),-0.00385(69),49.63338615869906,2.177250258056356,0.003351270553529335,0,0.00061(31),-0.00184(80),,,,,,,,-2.6(1.1),12.4(3.2),-1.8(1.5),,
103,ma-ratio_FKFK_nnlo_a4,1.1852(73),-0.00395(71),46.429028226158344,2.20127899716004,0.0029491000713777853,0,0.00041(41),-0.0013(11),,,,,,,,-3.4(2.1),10.6(4.0),-2.2(1.7),,17(33)
104,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_bijnens,1.182(16),-0.00387(81),48.89957422950353,2.113262410412777,0.004692707241783924,0,0.00069(31),-0.00202(72),0.00028(14),0.00031(16),-0.0047(14),-0.00005(10),-0.00032(17),0.00021(10),,-4(17),8.4(3.5),-2.9(2.4),3(27),
105,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.174(18),-0.00364(84),46.219021895939996,2.097204781685711,0.00510190184797778,0,0.00060(31),-0.00184(72),0.00028(14),0.00031(16),-0.0047(14),-0.00005(10),-0.00031(17),0.00021(10),,10(23),6.7(3.4),-3.2(2.3),-23(39),39(42)
106,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS,1.182(16),-0.00387(81),48.85416516444602,2.1188925041074977,0.00455675832220449,0,0.00086(39),-0.00248(94),-0.00003(29),-0.00008(33),-0.0057(24),0.000011(99),0.00008(34),0.00003(20),,-6(17),6.6(3.6),-3.6(2.8),5(26),
107,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4,1.174(18),-0.00364(84),46.1741430690329,2.094250261718429,0.00518078491138928,0,0.00078(40),-0.00230(95),-0.00003(29),-0.00008(33),-0.0055(24),9(99)e-06,0.00011(33),0.00003(20),,9(23),5.2(3.5),-3.5(2.7),-22(39),39(42)
108,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS,1.176(18),-0.00370(84),48.455977694462824,2.1675257798519385,0.0035284557243125633,0,0.00079(41),-0.0024(10),,,,,,,,1(19),12.6(3.5),-2.9(2.0),-6(29),
109,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS_a4,1.172(19),-0.00359(86),45.64586207184629,2.1806452423031524,0.003291433759305061,0,0.00063(43),-0.0020(11),,,,,,,,10(24),10.7(3.9),-3.3(1.9),-23(39),30(44)
110,ma-ratio_FKFK_nnlo_alphaS,1.179(18),-0.00377(84),48.40410152201061,2.1700675819279005,0.003481300160147407,0,0.00066(41),-0.0020(11),,,,,,,,0.5(19.0),12.8(3.6),-1.6(1.9),-5(29),
111,ma-ratio_FKFK_nnlo_alphaS_a4,1.174(19),-0.00364(86),45.70517549964118,2.1845255566959394,0.0032242902792832466,0,0.00045(42),-0.0014(11),,,,,,,,11(24),10.2(4.0),-1.9(1.8),-25(39),38(44)
112,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1810(31),-0.00383(69),52.631246962563885,1.8192750730197849,0.020380631448401826,10,0.00069(27),-0.00208(63),0.00028(14),0.00031(16),-0.0046(14),-0.00005(10),-0.00032(17),0.00021(10),,-2.61(85),8.8(3.3),-3.5(2.2),,
113,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1846(59),-0.00393(70),49.46444641306779,1.801416804239799,0.022179985580757285,10,0.00056(32),-0.00182(71),0.00028(14),0.00031(16),-0.0046(14),-0.00005(10),-0.00032(17),0.00021(10),,-4.0(2.1),7.4(3.6),-4.3(2.4),,21(29)
114,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV,1.1802(33),-0.00381(69),52.47058541405798,1.8295010136479508,0.019411802146745708,10,0.00085(35),-0.00252(86),-0.00003(29),-0.00008(33),-0.0053(24),0.000011(99),0.00007(33),0.00003(20),,-2.77(87),7.3(3.6),-3.9(2.8),,
115,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_FV,1.1840(61),-0.00392(70),49.33614928319595,1.8099651014029536,0.021301205377766627,10,0.00071(40),-0.00223(95),-0.00002(29),-0.00007(33),-0.0052(24),7(100)e-06,0.00010(34),0.00002(20),,-4.2(2.1),5.9(3.7),-4.5(2.7),,22(29)
116,ma-ratio_FKFK_nnlo_logSq_sunset_FV,1.1803(32),-0.00381(68),52.175844574074496,1.879246182141256,0.015276932952769069,10,0.00070(32),-0.00230(79),,,,,,,,-3.0(1.0),12.2(3.1),-4.1(1.6),,
117,ma-ratio_FKFK_nnlo_logSq_sunset_a4_FV,1.1832(71),-0.00389(71),48.96136767554011,1.8947491566954544,0.014165740666230678,10,0.00053(42),-0.0019(10),,,,,,,,-3.7(2.1),10.7(3.9),-4.6(1.9),,16(33)
118,ma-ratio_FKFK_nnlo_FV,1.1819(32),-0.00386(69),52.18884583484978,1.874057219189288,0.01566657715506857,10,0.00059(31),-0.00187(79),,,,,,,,-2.7(1.1),12.4(3.2),-2.7(1.6),,
119,ma-ratio_FKFK_nnlo_a4_FV,1.1861(73),-0.00397(71),49.07678729439984,1.8932369099683408,0.014270730414543954,10,0.00034(41),-0.0013(11),,,,,,,,-3.7(2.1),10.2(4.0),-3.3(1.7),,21(33)
120,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.184(16),-0.00392(81),51.36015335437463,1.8104224917482328,0.02125509954336649,10,0.00066(32),-0.00203(72),0.00028(14),0.00031(16),-0.0046(14),-0.00005(10),-0.00032(17),0.00021(10),,-6(18),8.7(3.5),-3.7(2.5),5(27),
121,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.176(18),-0.00370(84),48.646861911435614,1.7940031126452618,0.022968960021246262,10,0.00058(32),-0.00186(72),0.00028(14),0.00031(16),-0.0045(14),-0.00005(10),-0.00032(17),0.00021(10),,8(23),7.1(3.5),-4.0(2.5),-19(39),37(42)
