,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,L_4,L_5,L_1,L_2,L_3,L_6,L_7,L_8,L_9,A_a,A_k,A_p,A_loga,A_aa
45,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1856(52),-0.00396(70),33.24275808974473,1.338048154519653,0.2031696376704377,10,-0.0003(49),0.0010(11),10(289)e-06,0.00004(33),0.0014(29),-1(100)e-06,0.00003(34),-2(200)e-06,,0.6(2.8),-0.7(3.3),3.4(2.1),0.04(4.20),
46,ma_FpiFpi_nnlo_logSq_sunset_alphaS_FV,1.1881(59),-0.00403(71),34.21676146434968,0.9537627986892276,0.4819501237686663,10,0.0010(26),0.0019(13),,,,,,,,-0.1(2.8),-3.8(4.5),6.5(3.1),-0.1(4.2),
47,ma_FpiFpi_nnlo_alphaS_FV,1.1890(57),-0.00406(70),34.821878297221545,0.8811456923879314,0.5500857431453738,10,0.0005(25),0.0019(13),,,,,,,,-0.05(2.81),-3.5(4.5),6.5(3.1),-0.09(4.21),
48,ma-ratio_FKFK_nnlo_log_logSq_sunset_bijnens,1.1860(55),-0.00397(70),23.993404199510607,2.6670745210788454,0.0029354751869921114,0,-0.00153(34),0.00104(97),0.00030(14),0.00035(16),-0.0021(13),-0.00005(10),-0.00030(17),0.00022(10),,3.0(1.7),-2.5(4.5),-9.1(2.9),,
49,ma-ratio_FKFK_nnlo_log_logSq_sunset,1.1875(57),-0.00401(70),24.428633869339,2.4891532950614517,0.005554937392687504,0,-0.00167(37),0.0014(10),0.00001(29),0.00002(32),0.0004(19),6(100)e-06,0.00016(34),0.00005(20),,3.5(1.9),-0.5(4.6),-6.3(3.5),,
50,ma-ratio_FKFK_nnlo_logSq_sunset,1.1890(50),-0.00406(70),26.24008372506103,2.1636098875127168,0.017069664852488856,0,-0.00172(24),0.00137(60),,,,,,,,3.5(1.3),-3.3(3.1),-3.1(3.6),,
51,ma-ratio_FKFK_nnlo,1.1892(50),-0.00406(70),26.624538648849665,2.0806094532943344,0.02248700080830865,0,-0.00174(24),0.00132(60),,,,,,,,3.5(1.3),-1.4(3.1),-2.0(3.6),,
52,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_bijnens,1.1867(61),-0.00399(71),23.862835806280646,2.6596540520569962,0.003015528994082648,0,-0.00154(35),0.00108(98),0.00030(14),0.00035(16),-0.0020(13),-0.00005(10),-0.00030(17),0.00022(10),,2.4(3.0),-2.6(4.5),-9.1(2.9),1.2(4.3),
53,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS,1.1883(63),-0.00404(71),24.31036176736141,2.4788160952660165,0.005761834341226927,0,-0.00169(38),0.0014(10),0.00001(29),0.00003(32),0.0004(19),7(100)e-06,0.00016(34),0.00005(20),,2.7(3.0),-0.6(4.7),-6.2(3.5),1.4(4.3),
54,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS,1.1898(55),-0.00408(70),26.12593778892991,2.151504379214308,0.017775038466058653,0,-0.00173(24),0.00139(60),,,,,,,,2.6(2.9),-3.4(3.1),-2.9(3.7),1.5(4.2),
55,ma-ratio_FKFK_nnlo_alphaS,1.1899(55),-0.00408(70),26.505746595857914,2.0695409276628656,0.023320517401823303,0,-0.00175(24),0.00134(60),,,,,,,,2.6(2.9),-1.5(3.1),-1.8(3.6),1.4(4.2),
56,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1861(54),-0.00397(70),26.07482323679225,2.242945605097108,0.013060185449850716,10,-0.00153(33),0.00112(95),0.00030(14),0.00035(16),-0.0018(13),-0.00005(10),-0.00030(17),0.00022(10),,2.9(1.7),-2.3(4.4),-9.4(2.8),,
57,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV,1.1880(56),-0.00403(70),26.755064131645998,2.009830491867804,0.028336480220750363,10,-0.00171(36),0.00155(99),0.00002(29),0.00003(32),0.0009(20),7(100)e-06,0.00015(34),0.00005(20),,3.6(1.8),-0.2(4.6),-6.2(3.4),,
58,ma-ratio_FKFK_nnlo_logSq_sunset_FV,1.1895(50),-0.00407(70),28.737947834294715,1.6561903893111771,0.0846376466327034,10,-0.00173(23),0.00149(59),,,,,,,,3.5(1.3),-3.9(3.1),-3.1(3.6),,
59,ma-ratio_FKFK_nnlo_FV,1.1897(50),-0.00407(70),29.253544592696446,1.5466704074712547,0.11595035252391535,10,-0.00176(23),0.00145(59),,,,,,,,3.4(1.3),-2.1(3.1),-1.9(3.6),,
60,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1867(60),-0.00399(70),25.942414001366767,2.2357851356028737,0.013381824548777243,10,-0.00154(34),0.00116(96),0.00030(14),0.00035(16),-0.0018(13),-0.00005(10),-0.00030(17),0.00022(10),,2.3(3.0),-2.5(4.5),-9.3(2.8),1.1(4.3),
61,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV,1.1889(63),-0.00405(71),26.63964846008634,1.9985112756979493,0.02939381121953092,10,-0.00173(37),0.0016(10),0.00002(29),0.00003(32),0.0010(20),7(100)e-06,0.00015(34),0.00005(20),,2.8(3.0),-0.4(4.6),-6.1(3.4),1.4(4.3),
62,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS_FV,1.1903(55),-0.00409(70),28.626274344150854,1.6435161937173683,0.08783466110984063,10,-0.00174(23),0.00152(59),,,,,,,,2.6(2.9),-4.0(3.1),-2.9(3.6),1.5(4.2),
63,ma-ratio_FKFK_nnlo_alphaS_FV,1.1905(55),-0.00410(70),29.137449265221605,1.5349816739258102,0.11981909270570945,10,-0.00177(23),0.00147(59),,,,,,,,2.6(2.9),-2.2(3.1),-1.8(3.6),1.4(4.2),
64,ma-ratio_FKFpi_nnlo_log_logSq_sunset_bijnens,1.1903(63),-0.00409(71),25.627997647949556,2.1802073861953235,0.0161452786670858,0,-0.00138(36),0.0004(11),0.00024(12),0.00022(11),-0.0029(13),-0.00010(10),-0.00031(17),0.00015(10),,2.4(1.6),-2.9(4.4),-5.7(2.7),,
65,ma-ratio_FKFpi_nnlo_log_logSq_sunset,1.1911(66),-0.00411(71),25.42030474831,2.1507010127296944,0.01782280646170435,0,-0.00144(39),0.0005(12),2(236)e-06,-4(220)e-06,-0.0015(18),2(100)e-06,0.00013(34),0.00002(14),,2.7(1.8),-1.9(4.5),-3.9(3.4),,
66,ma-ratio_FKFpi_nnlo_logSq_sunset,1.1896(52),-0.00407(70),20.387851429125586,3.143546504667945,0.0004970211671028104,0,0.00363(27),0.00132(91),,,,,,,,-1.53(78),22.52(58),3.3(4.7),,
67,ma-ratio_FKFpi_nnlo,1.1887(51),-0.00405(70),18.95387382974044,3.4723166345823886,0.00013919870282434022,0,0.00378(29),0.00090(95),,,,,,,,-1.58(76),24.21(57),2.6(4.6),,
68,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1909(70),-0.00411(72),25.478312356653056,2.1757528589546262,0.016388631043866234,0,-0.00138(36),0.0004(11),0.00024(12),0.00022(11),-0.0029(13),-0.00010(10),-0.00031(17),0.00015(10),,1.9(2.9),-3.0(4.5),-5.6(2.7),0.9(4.3),
69,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS,1.1918(74),-0.00413(72),25.27562738332352,2.145370427144551,0.01814283154039234,0,-0.00145(40),0.0005(12),2(236)e-06,-4(220)e-06,-0.0015(19),3(100)e-06,0.00013(34),0.00002(14),,2.1(3.0),-2.0(4.6),-3.9(3.4),1.0(4.3),
70,ma-ratio_FKFpi_nnlo_logSq_sunset_alphaS,1.1889(57),-0.00405(70),20.259091569484664,3.1343852607783056,0.000514705238609174,0,0.00363(27),0.00131(91),,,,,,,,-0.7(2.8),22.49(59),3.2(4.7),-1.3(4.2),
71,ma-ratio_FKFpi_nnlo_alphaS,1.1879(56),-0.00402(70),18.830135939068448,3.4621508632206583,0.00014485765760152282,0,0.00379(29),0.00089(96),,,,,,,,-0.7(2.8),24.17(59),2.6(4.6),-1.3(4.2),
72,ma-ratio_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1902(62),-0.00409(71),28.24357867596201,1.6596333254897022,0.08378708699326227,10,-0.00135(35),0.0004(11),0.00024(12),0.00023(11),-0.0027(13),-0.00010(10),-0.00031(17),0.00015(10),,2.2(1.6),-2.3(4.4),-5.8(2.7),,
73,ma-ratio_FKFpi_nnlo_log_logSq_sunset_FV,1.1914(65),-0.00412(71),28.172725143842165,1.5993788581862491,0.09981034754795,10,-0.00145(38),0.0006(12),3(236)e-06,-2(2199)e-07,-0.0009(19),2(100)e-06,0.00012(34),0.00001(14),,2.6(1.8),-1.0(4.5),-3.7(3.3),,
74,ma-ratio_FKFpi_nnlo_logSq_sunset_FV,1.1898(52),-0.00408(70),21.476231126729974,2.924921971260742,0.0011353631391796373,10,0.00360(27),0.00135(91),,,,,,,,-1.62(79),22.42(58),3.1(4.7),,
75,ma-ratio_FKFpi_nnlo_FV,1.1889(51),-0.00405(70),20.094765568874408,3.2429637270476968,0.0003394750849581198,10,0.00376(29),0.00094(95),,,,,,,,-1.67(77),24.12(57),2.5(4.6),,
76,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1908(69),-0.00411(71),28.090451122013913,1.6558427952041672,0.08472393963752439,10,-0.00136(36),0.0004(11),0.00024(12),0.00023(11),-0.0026(13),-0.00010(10),-0.00031(17),0.00015(10),,1.7(2.9),-2.3(4.4),-5.8(2.7),0.8(4.3),
77,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1921(73),-0.00414(72),28.026057375259327,1.5941591588370465,0.10131666010728403,10,-0.00146(39),0.0006(12),3(236)e-06,-3(21994)e-08,-0.0009(19),2(100)e-06,0.00012(34),0.00001(14),,2.0(3.0),-1.0(4.5),-3.6(3.4),1.0(4.3),
78,ma-ratio_FKFpi_nnlo_logSq_sunset_alphaS_FV,1.1890(57),-0.00406(70),21.348461251413266,2.915570975170049,0.00117572397511275,10,0.00360(27),0.00135(91),,,,,,,,-0.8(2.8),22.39(59),3.1(4.7),-1.3(4.2),
79,ma-ratio_FKFpi_nnlo_alphaS_FV,1.1881(56),-0.00403(70),19.97208714531433,3.23259531517919,0.00035329858558800527,10,0.00376(29),0.00093(95),,,,,,,,-0.8(2.8),24.08(58),2.5(4.6),-1.4(4.2),
80,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_bijnens,1.1955(83),-0.00424(73),25.43842630213189,1.944925976335265,0.03491378112400642,0,-0.00133(40),0.0003(12),0.00029(14),0.00033(16),-0.0032(12),-0.00005(10),-0.00031(17),0.00021(10),,2.2(1.6),-3.7(4.4),-4.7(2.8),,
81,ma-ratio_FpiFpi_nnlo_log_logSq_sunset,1.1957(86),-0.00424(73),25.04376749875462,1.9563329411564656,0.033664132392486376,0,-0.00135(42),0.0003(13),1(288)e-06,-0.00001(32),-0.0019(18),2(100)e-06,0.00013(34),0.00003(20),,2.3(1.8),-3.0(4.5),-3.8(3.4),,
82,ma-ratio_FpiFpi_nnlo_logSq_sunset,1.1970(71),-0.00428(72),25.805020445584077,1.9014726382139169,0.04007603313332267,0,-0.00143(29),0.00039(77),,,,,,,,2.7(1.3),-1.3(3.1),-0.6(3.4),,
83,ma-ratio_FpiFpi_nnlo,1.1968(70),-0.00427(72),25.682167131689223,1.972327910676268,0.03198135406200023,0,-0.00143(29),0.00035(78),,,,,,,,2.9(1.3),0.2(3.2),0.3(3.4),,
84,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1962(92),-0.00426(74),25.28303673956595,1.9413477882984047,0.03531450862779185,0,-0.00134(40),0.0003(12),0.00029(14),0.00033(16),-0.0032(12),-0.00005(10),-0.00031(17),0.00021(10),,1.7(3.0),-3.8(4.4),-4.7(2.8),0.8(4.3),
85,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_alphaS,1.1964(96),-0.00426(74),24.89119730674986,1.9526021287327289,0.034068229408678145,0,-0.00136(43),0.0004(13),1(288)e-06,-0.00001(32),-0.0019(18),2(100)e-06,0.00013(34),0.00003(20),,1.8(3.0),-3.0(4.5),-3.8(3.4),0.8(4.3),
86,ma-ratio_FpiFpi_nnlo_logSq_sunset_alphaS,1.1977(79),-0.00430(73),25.65649741979648,1.896356884673877,0.04072786066906493,0,-0.00143(29),0.00041(77),,,,,,,,2.1(2.9),-1.3(3.2),-0.5(3.4),1.0(4.2),
87,ma-ratio_FpiFpi_nnlo_alphaS,1.1976(79),-0.00430(73),25.53378959423943,1.9671160325820565,0.03252093880026233,0,-0.00144(29),0.00037(78),,,,,,,,2.3(2.9),0.2(3.2),0.4(3.4),1.0(4.2),
88,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1951(80),-0.00423(73),28.133155566502662,1.4435838779007786,0.15402353728227094,10,-0.00128(40),0.0002(13),0.00029(14),0.00033(16),-0.0029(12),-0.00006(10),-0.00032(17),0.00021(10),,1.9(1.6),-2.6(4.4),-4.8(2.7),,
89,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_FV,1.1957(84),-0.00424(73),27.857281463044345,1.4335378348806136,0.1582362032660644,10,-0.00133(42),0.0003(13),2(288)e-06,-6(323)e-06,-0.0013(18),1(100)e-06,0.00011(34),0.00002(20),,2.1(1.8),-1.6(4.5),-3.4(3.3),,
90,ma-ratio_FpiFpi_nnlo_logSq_sunset_FV,1.1976(71),-0.00430(72),28.726822558702985,1.30426695251996,0.22129589503778235,10,-0.00142(29),0.00046(77),,,,,,,,2.5(1.3),-1.5(3.2),-0.9(3.4),,
91,ma-ratio_FpiFpi_nnlo_FV,1.1975(70),-0.00429(72),28.86712635786741,1.322284988387106,0.211477590678126,10,-0.00143(29),0.00042(77),,,,,,,,2.7(1.3),-0.06(3.18),0.04(3.36),,
92,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1957(90),-0.00424(74),27.97298501004007,1.4407735959403656,0.1551925362426766,10,-0.00129(41),0.0002(13),0.00029(14),0.00033(16),-0.0029(12),-0.00006(10),-0.00032(17),0.00021(10),,1.5(2.9),-2.7(4.4),-4.8(2.8),0.7(4.3),
93,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1964(94),-0.00426(74),27.700702667136888,1.430117732122652,0.15969188745980115,10,-0.00133(43),0.0003(13),2(288)e-06,-6(323)e-06,-0.0013(18),1(100)e-06,0.00011(34),0.00002(20),,1.7(3.0),-1.6(4.5),-3.4(3.4),0.8(4.3),
94,ma-ratio_FpiFpi_nnlo_logSq_sunset_alphaS_FV,1.1984(80),-0.00432(73),28.57778556476662,1.2990899280701131,0.22418109341776526,10,-0.00143(29),0.00048(77),,,,,,,,1.9(2.9),-1.6(3.2),-0.8(3.4),1.0(4.2),
95,ma-ratio_FpiFpi_nnlo_alphaS_FV,1.1983(79),-0.00431(73),28.718357337632874,1.3169522680331014,0.2143474903243266,10,-0.00144(29),0.00043(78),,,,,,,,2.1(2.9),-0.1(3.2),0.1(3.4),1.0(4.2),
96,xpt_FKFK_nnlo_log_logSq_sunset_bijnens,1.1794(36),-0.00379(69),34.22558509402875,1.4266037650418368,0.16119898993895265,0,0.0004(37),0.00033(92),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00032(17),0.00020(10),,-4.82(79),-0.3(4.2),0.07(1.95),,
97,xpt_FKFK_nnlo_log_logSq_sunset,1.1811(37),-0.00383(69),34.8691137138932,1.328974354868388,0.20792008405364126,0,-0.0006(49),0.0014(11),10(289)e-06,0.00003(33),0.0011(26),3(100)e-06,0.00006(33),0.00002(20),,-4.82(77),-1.1(3.9),-0.9(2.8),,
98,xpt_FKFK_nnlo_logSq_sunset,1.1845(46),-0.00393(69),35.56576071135059,1.2200636359136037,0.27185309727236845,0,0.0007(25),0.0018(11),,,,,,,,-4.89(76),-2.4(4.4),4.1(3.0),,
99,xpt_FKFK_nnlo,1.1848(46),-0.00394(69),35.00897489096884,1.3281069960238976,0.2083786983776614,0,-0.0003(26),0.0015(12),,,,,,,,-5.02(76),-1.5(4.5),3.4(3.1),,
100,xpt_FKFK_nnlo_log_logSq_sunset_alphaS_bijnens,1.1783(41),-0.00375(69),34.20613459404298,1.3944180747040296,0.17555295765616136,0,0.0004(37),0.00032(92),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00032(17),0.00020(10),,-3.3(2.8),-0.3(4.2),0.1(2.0),-2.4(4.2),
101,xpt_FKFK_nnlo_log_logSq_sunset_alphaS,1.1800(42),-0.00380(69),34.84867875964525,1.2977053030133798,0.22495763953087766,0,-0.0005(49),0.0014(11),10(289)e-06,0.00003(33),0.0011(26),3(100)e-06,0.00006(33),0.00002(20),,-3.3(2.8),-1.1(3.9),-0.8(2.8),-2.3(4.2),
102,xpt_FKFK_nnlo_logSq_sunset_alphaS,1.1834(50),-0.00390(70),35.535411579451704,1.1914597145948571,0.2908128740969502,0,0.0007(25),0.0018(11),,,,,,,,-3.5(2.8),-2.4(4.4),4.1(3.0),-2.2(4.2),
103,xpt_FKFK_nnlo_alphaS,1.1837(50),-0.00391(70),34.98696825461348,1.2978017758510951,0.2249034673005396,0,-0.0003(26),0.0015(12),,,,,,,,-3.5(2.8),-1.5(4.5),3.4(3.1),-2.3(4.2),
104,xpt_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1788(39),-0.00377(69),35.93387005220268,0.9603069822040712,0.4759793913110669,10,-0.0010(19),-0.00045(93),0.00029(14),0.00033(16),-0.0029(15),-0.00006(10),-0.00032(17),0.00020(10),,-5.31(81),0.9(4.4),-0.9(2.8),,
105,xpt_FKFK_nnlo_log_logSq_sunset_FV,1.1809(37),-0.00383(69),36.99194173913489,0.8882107304945752,0.5433274678784238,10,0.00004(500),0.00123(98),9(289)e-06,0.00003(33),0.0014(26),-1(100)e-06,0.00006(33),9(200)e-06,,-5.18(78),0.7(4.0),-0.06(2.64),,
106,xpt_FKFK_nnlo_logSq_sunset_FV,1.1840(46),-0.00392(69),38.063276817772326,0.7205276306363109,0.7059339020544259,10,0.0005(25),0.0017(11),,,,,,,,-5.18(76),-2.2(4.4),3.9(3.0),,
107,xpt_FKFK_nnlo_FV,1.1844(46),-0.00392(69),38.09997706992746,0.7088149487964869,0.7170977246048023,10,-0.0005(26),0.0014(12),,,,,,,,-5.32(76),-1.3(4.5),3.1(3.1),,
108,xpt_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1776(43),-0.00374(69),35.943371802271635,0.9215265548074042,0.5118033590014969,10,-0.0010(19),-0.00046(93),0.00029(14),0.00033(16),-0.0029(15),-0.00006(10),-0.00032(17),0.00020(10),,-3.6(2.8),0.8(4.4),-0.9(2.8),-2.6(4.2),
109,xpt_FKFK_nnlo_log_logSq_sunset_alphaS_FV,1.1797(42),-0.00379(69),37.00721057634964,0.8516641476055631,0.5785052653559873,10,0.00003(500),0.00121(98),9(289)e-06,0.00003(33),0.0014(27),-1(100)e-06,0.00006(33),8(200)e-06,,-3.6(2.8),0.7(4.0),-0.007(2.624),-2.5(4.2),
110,xpt_FKFK_nnlo_logSq_sunset_alphaS_FV,1.1829(50),-0.00388(70),38.050653221223456,0.6883908457595074,0.7363573792889169,10,0.0005(25),0.0017(11),,,,,,,,-3.7(2.8),-2.2(4.4),3.9(3.0),-2.4(4.2),
111,xpt_FKFK_nnlo_alphaS_FV,1.1832(50),-0.00389(70),38.09676309773955,0.6747193254075489,0.7490764332427009,10,-0.0005(26),0.0014(12),,,,,,,,-3.8(2.8),-1.3(4.5),3.1(3.1),-2.5(4.2),
112,xpt_FKFpi_nnlo_log_logSq_sunset_bijnens,1.1853(39),-0.00395(69),34.52548283819799,1.1342275825570562,0.3314806018659317,0,0.0021(37),0.00124(78),0.00024(12),0.00022(11),-0.0030(15),-0.00010(10),-0.00034(17),0.00014(10),,-4.48(70),-2.4(4.2),2.4(2.3),,
113,xpt_FKFpi_nnlo_log_logSq_sunset,1.1860(39),-0.00397(69),34.48746818782535,1.1330042444074548,0.33238932865226856,0,0.0022(45),0.00169(81),-9(2358)e-07,-3(220)e-06,-0.0005(25),4(100)e-06,0.00001(34),4(142)e-06,,-4.52(70),-2.9(4.0),1.7(2.8),,
114,xpt_FKFpi_nnlo_logSq_sunset,1.1893(44),-0.00406(70),31.79604664751913,1.7590303955255917,0.06228060439325366,0,-0.0008(13),0.0014(13),,,,,,,,-4.61(72),-2.7(4.6),5.8(3.6),,
115,xpt_FKFpi_nnlo,1.1906(44),-0.00410(70),29.807240618525057,2.1687632482480272,0.016777449680262155,0,-0.0010(13),0.0015(13),,,,,,,,-4.66(72),-2.7(4.6),6.0(3.6),,
116,xpt_FKFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1841(46),-0.00392(69),34.47102037258026,1.108884798625381,0.3506379700333513,0,0.0021(37),0.00124(78),0.00024(12),0.00022(11),-0.0030(15),-0.00010(10),-0.00034(17),0.00014(10),,-3.1(2.8),-2.4(4.2),2.4(2.3),-2.1(4.2),
117,xpt_FKFpi_nnlo_log_logSq_sunset_alphaS,1.1848(46),-0.00394(69),34.432347732726534,1.1076929250040843,0.3515560111728828,0,0.0022(45),0.00169(81),-9(2358)e-07,-3(220)e-06,-0.0005(25),4(100)e-06,0.00001(34),4(142)e-06,,-3.2(2.8),-2.9(4.0),1.7(2.8),-2.1(4.2),
118,xpt_FKFpi_nnlo_logSq_sunset_alphaS,1.1881(50),-0.00403(70),31.74420744842065,1.7332019329540604,0.06733256029325238,0,-0.0008(13),0.0014(13),,,,,,,,-3.2(2.8),-2.7(4.6),5.8(3.6),-2.1(4.2),
119,xpt_FKFpi_nnlo_alphaS,1.1894(50),-0.00407(70),29.75867019034432,2.1422547919976376,0.018332373033867026,0,-0.0010(13),0.0015(13),,,,,,,,-3.3(2.8),-2.7(4.6),6.0(3.6),-2.2(4.2),
120,xpt_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1857(37),-0.00396(69),37.14768258843449,0.6263783011244193,0.7926358052100151,10,0.00001(190),0.00047(91),0.00024(12),0.00022(11),-0.0031(15),-0.00010(10),-0.00034(17),0.00014(10),,-4.71(67),-1.4(4.3),2.7(2.2),,
121,xpt_FKFpi_nnlo_log_logSq_sunset_FV,1.1863(38),-0.00398(69),37.47169590818816,0.6120027780397622,0.8050801911186627,10,0.0005(40),0.0015(11),6(2359)e-07,2(220)e-06,0.0003(27),8(999)e-07,-7(336)e-06,-2(142)e-06,,-4.79(69),-1.5(4.0),2.3(2.7),,
122,xpt_FKFpi_nnlo_logSq_sunset_FV,1.1878(42),-0.00402(70),36.597357619379984,0.8580996680129866,0.5722752308076253,10,-0.0012(13),0.0004(13),,,,,,,,-4.76(70),-1.5(4.7),3.7(3.7),,
123,xpt_FKFpi_nnlo_FV,1.1891(43),-0.00406(70),35.31413472120124,1.1272475897188483,0.33668744780440085,10,-0.0015(13),0.0005(13),,,,,,,,-4.81(69),-1.5(4.7),3.8(3.7),,
124,xpt_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1844(44),-0.00393(69),37.10540371412395,0.5991676009690481,0.815962104427211,10,0.00003(191),0.00047(92),0.00024(12),0.00022(11),-0.0031(15),-0.00010(10),-0.00034(17),0.00014(10),,-3.3(2.8),-1.4(4.3),2.7(2.2),-2.2(4.2),
125,xpt_FKFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1851(45),-0.00394(69),37.42852206293794,0.5841922563934234,0.8283646983003371,10,0.0006(40),0.0015(11),6(2359)e-07,2(220)e-06,0.0003(27),8(999)e-07,-6(336)e-06,-2(142)e-06,,-3.4(2.8),-1.6(4.0),2.3(2.7),-2.2(4.2),
126,xpt_FKFpi_nnlo_logSq_sunset_alphaS_FV,1.1866(49),-0.00399(70),36.55254146100656,0.8310786288616964,0.5985082098694662,10,-0.0012(13),0.0004(13),,,,,,,,-3.4(2.8),-1.5(4.7),3.7(3.7),-2.2(4.2),
127,xpt_FKFpi_nnlo_alphaS_FV,1.1878(49),-0.00402(70),35.27070526813621,1.0999395030544608,0.35756513718042904,10,-0.0015(13),0.0005(13),,,,,,,,-3.4(2.8),-1.5(4.7),3.8(3.7),-2.2(4.2),
128,xpt_FpiFpi_nnlo_log_logSq_sunset_bijnens,1.1871(45),-0.00400(70),33.823316695523424,1.137254907201585,0.3292388660149321,0,0.0020(42),0.00054(68),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00033(17),0.00020(10),,-4.23(70),-3.2(4.0),2.5(2.0),,
129,xpt_FpiFpi_nnlo_log_logSq_sunset,1.1873(45),-0.00401(70),33.81735799799466,1.1651042033890573,0.3090895217929953,0,0.0012(49),0.00095(90),-2(289)e-06,-0.00001(33),-0.0008(28),4(100)e-06,0.00003(34),10(201)e-06,,-4.23(68),-4.2(3.6),2.2(2.2),,
130,xpt_FpiFpi_nnlo_logSq_sunset,1.1908(48),-0.00411(70),32.43457747375706,1.4749293181252594,0.14147301833664594,0,0.0006(26),0.0016(14),,,,,,,,-4.54(92),-3.6(4.5),6.6(3.1),,
131,xpt_FpiFpi_nnlo,1.1920(50),-0.00414(70),31.09159604173386,1.7110915516725558,0.07194544892147628,0,0.0006(26),0.0021(14),,,,,,,,-4.68(92),-4.1(4.5),7.6(3.2),,
132,xpt_FpiFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1857(54),-0.00396(70),33.746380005481285,1.1148262151877533,0.3460843391797132,0,0.0020(42),0.00054(67),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00033(17),0.00020(10),,-3.0(2.8),-3.2(4.0),2.5(2.0),-2.0(4.2),
133,xpt_FpiFpi_nnlo_log_logSq_sunset_alphaS,1.1860(54),-0.00397(70),33.73657016353241,1.143024194580566,0.3249945187771675,0,0.0012(49),0.00094(90),-2(289)e-06,-0.00001(33),-0.0008(28),4(100)e-06,0.00003(34),10(201)e-06,,-3.0(2.8),-4.2(3.6),2.2(2.2),-2.0(4.2),
134,xpt_FpiFpi_nnlo_logSq_sunset_alphaS,1.1893(56),-0.00406(70),32.362702458296994,1.4490813864525411,0.1517578095943553,0,0.0007(26),0.0016(14),,,,,,,,-3.2(2.8),-3.7(4.5),6.7(3.2),-2.1(4.2),
135,xpt_FpiFpi_nnlo_alphaS,1.1905(58),-0.00410(71),31.02976861861948,1.6834675268136308,0.07810318179371871,0,0.0007(26),0.0022(14),,,,,,,,-3.3(2.8),-4.2(4.5),7.6(3.2),-2.2(4.2),
136,xpt_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1886(42),-0.00404(70),37.22124265903559,0.5503027945380741,0.8551477904990438,10,0.00008(234),-0.00010(81),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00034(17),0.00020(10),,-4.23(66),-1.5(4.2),2.9(2.2),,
137,xpt_FpiFpi_nnlo_log_logSq_sunset_FV,1.1885(42),-0.00404(70),37.38248115713964,0.5717561541069075,0.838408049877455,10,0.00009(422),0.0007(11),-3(289)e-06,-6(326)e-06,-0.0003(30),1(1000)e-07,-0.00001(34),-5(201)e-06,,-4.34(66),-1.8(3.5),3.4(1.9),,
138,xpt_FpiFpi_nnlo_logSq_sunset_FV,1.1902(40),-0.00409(70),37.826019716661456,0.6629077732107633,0.7599365798530755,10,-0.0011(25),-10(1296)e-06,,,,,,,,-4.14(82),-1.3(4.5),3.7(3.0),,
139,xpt_FpiFpi_nnlo_FV,1.1913(40),-0.00412(70),36.7988256667489,0.8491957045522783,0.5808981970890214,10,-0.0012(25),0.0004(13),,,,,,,,-4.26(82),-1.7(4.5),4.6(3.1),,
