,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,po:A_x,po:L_4,po:L_5,po:L_1,po:L_2,po:L_3,po:L_6,po:L_7,po:L_8,po:L_9,po:A_a,po:A_k,po:A_p,po:A_loga,po:A_aa,po:A_ak,po:A_ap,po:A_kk,po:A_kp,po:A_pp,eb:disc,eb:chiral,eb:pp_input,eb:stat
68,xpt_FpiFpi_nnlo_alphaS_FV,1.2190(66),-0.00490(74),59.56716093480314,1.4584369607385834,0.09942975455920004,True,,-0.0009(34),0.00047(42),,,,,,,,-28.4(5.9),-0.4(6.6),4.7(3.3),38.0(9.2),,,,,,,0.0006666248582256884,0.00039282764607004745,0.0014694734104646512,0.0063401849097534475
69,xpt_FpiFpi_nnlo_alphaS_a4_FV,1.2073(80),-0.00457(74),59.94354968310864,0.894590322015348,0.5804999685844681,True,,-0.0005(34),0.00093(50),,,,,,,,-10.3(8.8),-1.6(6.6),5.4(3.3),0.5(16.0),86(30),,,,,,0.001334844144906826,0.00013091063245818996,0.0005881186146798619,0.00790523793604474
70,xpt_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.2150(59),-0.00478(73),62.49949540854002,1.0232933872497127,0.4278653331432139,True,,-0.0003(26),-0.00065(53),0.00028(14),0.00031(16),-0.0040(15),-0.00006(10),-0.00038(17),0.00019(10),,-26.0(5.0),-0.6(7.6),1.9(4.0),34.3(7.7),,,,,,,0.00048319359785106356,0.0006816686403296206,0.0019087180957987567,0.005564132043563004
71,xpt_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.2044(75),-0.00449(73),61.73323814008123,0.6480121187059412,0.8557202809813891,True,,-0.0002(29),-0.00043(54),0.00029(14),0.00032(16),-0.0036(15),-0.00006(10),-0.00036(17),0.00020(10),,-10.6(8.1),-0.8(7.4),2.3(3.8),3(15),64(27),,,,,,0.0011477523664258473,0.00031235952022000066,0.0014374157623007078,0.007244176140873537
72,xpt-ratio_FKFK_nnlo_FV,1.1785(29),-0.00376(68),58.260851942755394,1.3314947829232258,0.16150046081607095,True,,0.00072(24),-0.00190(66),,,,,,,,-5.79(50),12.8(2.7),1.6(1.2),,,,,,,,3.0551149985860424e-06,0.00012136049689757977,0.002523119709702205,0.0015154175956624595
73,xpt-ratio_FKFK_nnlo_a4_FV,1.1932(45),-0.00417(70),60.66113470625093,0.7043524678027858,0.8017095452742157,True,,-0.00028(28),0.00094(90),,,,,,,,-11.2(1.6),1.8(3.7),3.0(2.0),,89(23),,,,,,0.0001168202567871507,0.0012865218943224526,0.000986710547659734,0.004219586078821707
74,xpt-ratio_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1788(31),-0.00377(68),57.88414560354565,1.3085708242414862,0.17545357815947327,True,,0.00080(23),-0.00203(60),0.00029(14),0.00032(16),-0.0034(15),-0.00005(10),-0.00035(17),0.00020(10),,-5.83(49),12.4(3.2),2.2(2.1),,,,,,,,5.708384717519132e-06,0.0005376179667099563,0.0025450931987623018,0.0016905274487846414
75,xpt-ratio_FKFK_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1876(41),-0.00402(69),58.34800539659114,0.8822596795401704,0.5955958511287851,True,,0.00026(28),-0.00080(71),0.00029(14),0.00033(16),-0.0029(15),-0.00006(10),-0.00034(17),0.00020(10),,-9.9(1.6),6.1(3.5),-0.4(2.1),,64(22),,,,,,8.885018461048481e-05,0.0010204183000243024,0.0018327913879371946,0.003479043984108379
76,xpt-ratio_FKFK_nnlo_alphaS_FV,1.1981(75),-0.00431(73),60.16574429961039,0.9284674112495296,0.5391996376897397,True,,0.00011(28),-0.00027(81),,,,,,,,-28.6(8.2),7.3(3.1),1.4(1.4),36(13),,,,,,,0.0010751193091759546,0.0013573750855503676,0.0018435891604805191,0.007029180434363886
77,xpt-ratio_FKFK_nnlo_alphaS_a4_FV,1.1952(78),-0.00423(73),59.11425858197789,0.6987507445095505,0.8074223550732903,True,,-0.00028(28),0.00093(90),,,,,,,,-15(11),2.0(3.8),3.0(2.0),6(20),80(38),,,,,,0.0014970460933257225,0.0009146889152395893,0.0010279811455450511,0.007494074252157172
78,xpt-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1943(70),-0.00420(72),59.01641179179208,0.9814080402888882,0.4759705059488961,True,,0.00042(27),-0.00118(67),0.00029(14),0.00032(16),-0.0032(15),-0.00005(10),-0.00035(17),0.00020(10),,-25.3(8.0),8.3(3.3),0.03(2.17),31(12),,,,,,,0.0009508461890575344,0.0012711473909205713,0.0022044161943612973,0.00644082326597125
79,xpt-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1903(76),-0.00409(72),56.85254909294773,0.8714923935052731,0.6087783728342917,True,,0.00026(28),-0.00080(71),0.00029(14),0.00033(16),-0.0029(15),-0.00006(10),-0.00034(17),0.00020(10),,-15(11),6.2(3.5),-0.6(2.2),9(20),52(37),,,,,,0.0015179814894606335,0.0008265970052277946,0.001872393233386128,0.007132373296946491
80,xpt-ratio_FKFpi_nnlo_FV,1.1864(24),-0.00398(69),59.623641389676564,1.2885187922055086,0.1884072140539882,True,,0.00042(15),-0.00084(44),,,,,,,,-4.56(27),9.8(1.8),8.51(86),,,,,,,,2.977496876509248e-06,0.00015029748036707633,0.0018165097855180601,0.0015295506924615108
81,xpt-ratio_FKFpi_nnlo_a4_FV,1.1992(42),-0.00434(71),61.37732232038904,0.5456507560732421,0.9312008544835716,True,,-0.00027(24),0.00117(74),,,,,,,,-9.8(1.6),2.0(3.0),9.7(1.5),,77(22),,,,,,0.00010492216626108377,0.0008848975784687472,0.0007318908584609947,0.004085918804157068
82,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1856(26),-0.00396(69),59.37790590803238,1.2542873103132532,0.21217964402034564,True,,0.00057(19),-0.00130(53),0.00023(12),0.00022(11),-0.0035(15),-0.00009(10),-0.00037(17),0.00014(10),,-4.48(27),9.0(2.0),7.4(1.7),,,,,,,,3.882485312964004e-06,0.00042031193158474113,0.001863660093466504,0.0016946868234891815
83,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1951(38),-0.00423(70),60.30281572725796,0.6376514215644813,0.8647558295522626,True,,0.00011(23),-0.00019(63),0.00024(12),0.00022(11),-0.0030(15),-0.00010(10),-0.00035(17),0.00014(10),,-8.9(1.4),3.2(2.6),4.3(1.9),,63(20),,,,,,7.619996295508887e-05,0.000828015452221202,0.0012128408351152163,0.003453621578717916
84,xpt-ratio_FKFpi_nnlo_alphaS_FV,1.2043(70),-0.00448(73),60.81401744873517,0.8521709935016941,0.6323859568051834,True,,0.00002(20),0.00029(61),,,,,,,,-23.3(6.9),6.0(2.3),8.7(1.0),29(11),,,,,,,0.000852557666974473,0.0009636462059969633,0.0013741425156121524,0.006738041786687489
85,xpt-ratio_FKFpi_nnlo_alphaS_a4_FV,1.1992(77),-0.00434(73),59.63195445304572,0.5456488881491817,0.9312019429452304,True,,-0.00027(24),0.00117(74),,,,,,,,-9.9(9.6),2.0(3.1),9.7(1.5),0.1(17.5),77(34),,,,,,0.0013190557076265695,0.000618133629794134,0.000732517130591533,0.007570473491152771
86,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.2021(66),-0.00442(72),60.58790324971418,0.8235602178281731,0.667064867869536,True,,0.00027(21),-0.00060(59),0.00023(12),0.00022(11),-0.0033(15),-0.00010(10),-0.00037(17),0.00014(10),,-22.6(6.7),5.4(2.4),5.1(1.8),28(10),,,,,,,0.0007617564736107786,0.0010053437682771237,0.001587805069756313,0.006287410588135844
87,xpt-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1969(74),-0.00428(72),58.5811542287376,0.6328547115952695,0.8688377936470971,True,,0.00011(23),-0.00019(63),0.00024(12),0.00022(11),-0.0030(15),-0.00010(10),-0.00036(17),0.00014(10),,-11.6(9.4),3.2(2.6),4.2(1.9),5(17),56(32),,,,,,0.0012663429220034555,0.0006053212700554905,0.0012373017952396735,0.00718002609458775
88,xpt-ratio_FpiFpi_nnlo_FV,1.1907(31),-0.00410(69),58.737269392299254,1.4826916652776447,0.09019795532171107,True,,0.00046(10),-0.00110(30),,,,,,,,-3.62(16),6.1(1.1),6.36(57),,,,,,,,2.1608141167005662e-06,0.00013168513726743238,0.0026817976075302536,0.0016333883765378648
89,xpt-ratio_FpiFpi_nnlo_a4_FV,1.2025(41),-0.00443(71),60.22725391215511,0.6129740489028017,0.8850548254660493,True,,-0.00010(20),0.00048(59),,,,,,,,-8.7(1.5),0.7(2.1),6.54(85),,69(20),,,,,,8.888891423431463e-05,0.000499878092161145,0.0010763005317293546,0.003962194395696564
90,xpt-ratio_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1904(32),-0.00410(69),58.5608836466582,1.4280752874025249,0.11209476457429897,True,,0.00059(18),-0.00145(52),0.00028(14),0.00032(16),-0.0035(15),-0.00005(10),-0.00039(17),0.00020(10),,-3.58(16),5.3(1.3),5.9(1.7),,,,,,,,2.4738122838586027e-06,0.00028462022961774465,0.002715603972516269,0.001719555566533614
91,xpt-ratio_FpiFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.2000(39),-0.00436(70),59.52822712790447,0.6825132541087121,0.8235740205329627,True,,0.00022(21),-0.00055(59),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00037(17),0.00020(10),,-7.8(1.3),1.5(1.7),3.8(1.6),,57(17),,,,,,6.550658966804133e-05,0.0005611843044884613,0.0017418934338696793,0.003474141993658477
92,xpt-ratio_FpiFpi_nnlo_alphaS_FV,1.2082(69),-0.00459(73),59.62154361971905,0.9883419767995468,0.4678696698882295,True,,0.00014(16),-0.00022(46),,,,,,,,-19.9(5.9),3.5(1.5),6.26(66),25.0(9.0),,,,,,,0.0006785773225628898,0.0006099474914232228,0.002060463219295705,0.00648408511497735
93,xpt-ratio_FpiFpi_nnlo_alphaS_a4_FV,1.2017(79),-0.00441(73),58.328064094347184,0.6122728794320225,0.8856058114149058,True,,-0.00010(20),0.00048(59),,,,,,,,-7.8(8.3),0.7(2.2),6.54(85),-2(15),71(30),,,,,,0.0011801888894192086,0.0003642241151598212,0.0010595100302442943,0.007733811697676405
94,xpt-ratio_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.2070(67),-0.00456(73),59.53841274236804,0.9433499834865304,0.5212170290972444,True,,0.00036(20),-0.00091(56),0.00029(14),0.00032(16),-0.0034(15),-0.00006(10),-0.00039(17),0.00019(10),,-19.2(5.7),3.0(1.5),4.4(1.6),24.0(8.7),,,,,,,0.0006233342737028692,0.0006477399714953418,0.002340585889298507,0.006205696417538326
95,xpt-ratio_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.2008(76),-0.00439(73),57.601503326044025,0.6817272158272523,0.8243400022741281,True,,0.00022(21),-0.00055(59),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00037(17),0.00020(10),,-8.7(7.9),1.5(1.7),3.8(1.6),2(14),55(27),,,,,,0.0010869251748781997,0.0004003263303190993,0.001757117155648174,0.007300059668868705
96,ma_FKFK_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1979(96),-0.00430(74),50.183184392019434,1.5493724824371309,0.06849617347148487,True,,-0.0015(46),0.0002(15),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-10(12),5.3(8.6),-3.4(7.7),,115(38),20(93),-9(36),-55(55),-0.1(63.1),34(33),0.0005847054950532702,0.004572053734757028,0.0003085110323917672,0.008282507440845993
97,ma_FKFK_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.199(11),-0.00434(76),48.91530771846935,1.5393943221935906,0.07142371356035808,True,,-0.0018(43),-0.0001(17),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-16(19),5.2(8.6),-3.4(7.7),11(26),92(58),21(93),-15(38),-50(60),0.8(63.5),29(35),0.0020095338750960407,0.004253810966922726,0.0006387913938329656,0.010135872244843072
98,ma_FKFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.207(11),-0.00455(77),49.747123771448834,1.2990403826084724,0.18152204351339288,True,,-0.0033(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-15(15),3.1(9.2),-1.1(8.2),,119(40),44(93),-2(28),-90(66),-17(65),-2(33),0.0006721773291872782,0.006034559383028345,0.00042628569498707536,0.008952254287964671
99,ma_FKFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.210(14),-0.00463(80),48.5148323209377,1.2900555423738431,0.1873893610639097,True,,-0.0032(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-21(21),3.0(9.2),-1.0(8.2),10(25),103(57),49(93),-5(29),-88(67),-17(65),-2(33),0.002615947201208215,0.005988804065700873,0.000316539755586655,0.011772636559646535
100,ma_FpiFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.209(13),-0.00462(79),48.189372323880946,1.2094970588992,0.2465230475169217,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00033(17),0.00020(10),,-19(17),3.3(9.2),-0.8(8.7),,113(41),64(88),3(23),-86(55),-40(66),-13(27),0.0006372562357941853,0.007642894460646081,0.0017453161686498755,0.010177323048292356
101,ma_FpiFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.214(17),-0.00477(85),47.04943732140782,1.1928510278271394,0.2602345103085481,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00033(17),0.00020(10),,-28(23),3.1(9.2),-0.4(8.7),13(24),93(54),73(89),0.7(23.4),-85(55),-41(66),-14(27),0.0032753350661040475,0.008166085153699484,0.001562488298225394,0.013910724425251954
102,ma-ratio_FKFK_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1877(90),-0.00402(73),48.14519046473993,1.4341465872329038,0.10945993568314268,True,,0.00059(35),-0.0004(11),0.00029(14),0.00032(16),-0.0034(15),-0.00006(10),-0.00033(17),0.00020(10),,-3(12),8.5(8.6),-1.0(7.8),,71(36),-11(92),-50(36),-23(46),32(62),135(69),0.0005120411125141472,0.004269694505244769,0.0011444599287943787,0.007767498621907205
103,ma-ratio_FKFK_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.191(10),-0.00410(75),46.88572434738182,1.406093656317573,0.1220782070360994,True,,0.00062(35),-0.0005(11),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00033(17),0.00020(10),,-12(18),8.3(8.6),-1.1(7.8),17(24),37(56),-7(92),-57(37),-13(47),33(62),127(70),0.0017164978212090955,0.0039439196344045815,0.0014913019272819025,0.009356433171510269
104,ma-ratio_FKFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.199(10),-0.00433(75),48.16836791614372,1.2225246947626915,0.23615118954093195,True,,0.00027(33),0.0004(11),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00033(17),0.00014(10),,-8(14),6.4(8.7),2.2(8.1),,87(38),22(92),-41(25),-35(36),11(57),115(60),0.0006737417615085863,0.005146227974782499,0.00018351491427115351,0.008677587626447386
105,ma-ratio_FKFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.201(12),-0.00440(78),46.89344083675736,1.209131029534526,0.2468190118700186,True,,0.00028(33),0.0004(11),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00033(17),0.00014(10),,-14(20),6.3(8.7),2.2(8.1),11(22),66(53),28(93),-45(25),-32(37),12(57),110(60),0.002085517584270808,0.00540674345072912,0.00014951937243331761,0.010585335255403294
106,ma-ratio_FpiFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.202(12),-0.00443(77),47.1467963440403,1.0893896918547417,0.3567911572845381,True,,0.00034(35),0.00005(122),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00034(17),0.00020(10),,-14(17),4.7(8.8),4.5(8.2),,86(39),48(88),-23(18),-29(28),-15(51),92(52),0.0006854045711455628,0.006691322485709706,0.0013035483756525849,0.009224697605508096
107,ma-ratio_FpiFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.206(15),-0.00454(81),45.837622431597175,1.0759725470624757,0.3706762132197231,True,,0.00032(35),0.00007(122),0.00029(14),0.00032(16),-0.0034(15),-0.00006(10),-0.00034(17),0.00020(10),,-21(23),4.5(8.8),4.5(8.3),10(21),69(50),58(89),-25(19),-29(28),-15(51),89(52),0.0027801531775544725,0.007664026890834416,0.001197800634428276,0.012133963901307523
108,xpt_FKFK_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1850(76),-0.00394(72),58.45240768034661,0.6674463381404714,0.8379899399715025,True,,-0.0022(25),-0.0018(17),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00033(17),0.00020(10),,-9(12),3.2(9.1),-2.8(7.9),,57(30),-1(92),-7(34),-29(71),-6(71),-22(33),0.00042532322518736416,0.004269437286945198,0.00213818536170087,0.005930777130531915
109,xpt_FKFK_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1891(91),-0.00406(73),57.2748795480326,0.6220230201660486,0.8778149968702126,True,,-0.0021(26),-0.0018(17),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00033(17),0.00020(10),,-20(17),3.1(9.1),-2.6(7.9),19(22),23(50),5(92),-14(35),-21(71),-5(71),-22(33),0.0014468896487376687,0.004030825339030889,0.0023058687615923746,0.007659652099691362
110,xpt_FKFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1901(81),-0.00408(72),59.80595168765298,0.4271442970679487,0.9799036743328344,True,,-0.0019(20),-0.0016(18),0.00024(12),0.00022(11),-0.0031(15),-0.00010(10),-0.00033(17),0.00014(10),,-7(15),1.7(9.3),-1.0(8.2),,49(27),-0.09(91.62),-12(21),-35(60),14(66),-39(27),0.0005228699792685993,0.005448916686993703,0.0014947700884646448,0.005808041861981657
111,xpt_FKFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1940(95),-0.00419(74),58.511911079089316,0.3871538612787542,0.98834704489351,True,,-0.0018(21),-0.0015(18),0.00024(12),0.00022(11),-0.0031(15),-0.00010(10),-0.00033(17),0.00014(10),,-16(18),1.5(9.3),-0.7(8.1),15(18),23(41),9(92),-16(22),-30(61),16(66),-37(27),0.0013565723501413878,0.005563449301393157,0.0015691761458844526,0.0074465617537353935
112,xpt_FpiFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1896(90),-0.00407(73),60.52629712620433,0.3153224098070221,0.9965542729225172,True,,-0.0015(25),-0.0018(18),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00033(17),0.00020(10),,-2(16),2.1(9.1),-1.8(8.0),,31(27),-17(84),-21(16),-20(47),24(59),-28(21),0.0005515558600546617,0.006307915895435346,0.002477030656514465,0.005837809439661573
113,xpt_FpiFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.193(10),-0.00418(75),58.91385797521549,0.28061104170583645,0.9983483682491868,True,,-0.0015(26),-0.0017(18),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-10(20),1.8(9.0),-1.1(8.0),11(14),14(34),-2(86),-21(16),-19(47),22(58),-27(21),0.0013785803844845494,0.007082170064222808,0.002350252900647457,0.007178772651001133
114,xpt-ratio_FKFK_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1846(72),-0.00393(71),55.963283563297004,0.6106763066876724,0.8868550143729264,True,,0.00030(33),0.0003(10),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00034(17),0.00020(10),,-10(12),0.4(8.9),-0.5(7.7),,57(29),17(92),-34(29),12(41),19(62),99(60),0.00043966374814801784,0.0033072939954406386,0.001306959426732192,0.006218650268679678
115,xpt-ratio_FKFK_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1878(87),-0.00402(73),54.63442762347057,0.5849309326950669,0.9059494042193528,True,,0.00030(33),0.0002(10),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00034(17),0.00020(10),,-19(17),0.2(8.9),-0.6(7.7),15(22),31(49),21(92),-38(30),16(42),19(62),94(60),0.0014811850083663635,0.003267618145117992,0.0014650395302579944,0.00783241768725896
116,xpt-ratio_FKFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1886(73),-0.00404(72),57.040645373675936,0.3909551954083101,0.9876837558608332,True,,0.00006(33),0.0006(10),0.00024(12),0.00022(11),-0.0027(15),-0.00010(10),-0.00034(17),0.00014(10),,-10(14),-2.3(9.0),1.8(8.0),,48(26),23(90),-25(17),13(33),20(57),48(45),0.0005344041019553655,0.00422604845854725,0.000946786348342352,0.005910119058058685
117,xpt-ratio_FKFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1919(91),-0.00414(73),55.60344551444753,0.3654096076278859,0.9916444992466928,True,,0.00004(33),0.0006(10),0.00024(12),0.00022(11),-0.0027(15),-0.00010(10),-0.00034(17),0.00014(10),,-17(18),-2.5(9.0),1.7(8.0),12(18),27(40),30(91),-28(17),15(33),20(57),44(46),0.0014488912874423118,0.004551770700389926,0.0010323221271725954,0.0076217639242094565
118,xpt-ratio_FpiFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1898(83),-0.00408(73),56.67185871685059,0.317750405521516,0.9963872355151664,True,,0.00014(35),0.0001(11),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00035(17),0.00020(10),,-8(16),-3.6(9.0),1.8(8.1),,38(27),14(83),-20(15),12(28),17(50),32(33),0.0005721707459446728,0.005855267068353316,0.0015349537871204853,0.00568178325247635
119,xpt-ratio_FpiFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.193(10),-0.00417(75),55.02235263045535,0.2937674568147653,0.9977875887045979,True,,0.00011(35),0.0002(11),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00035(17),0.00020(10),,-15(20),-3.6(9.0),1.7(8.1),9(15),22(35),26(85),-20(15),12(28),17(50),29(33),0.0015307580049116322,0.006625058674512022,0.0014907517670813206,0.007516021186947649
120,ma_FKFK_nnnlo_log_logSq_sunset_FV_bijnens,1.1979(96),-0.00430(74),50.183184392019434,1.5493724824371309,0.06849617347148487,True,,-0.0015(46),0.0002(15),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-10(12),5.3(8.6),-3.4(7.7),,115(38),20(93),-9(36),-55(55),-0.1(63.1),34(33),0.0005847054950532702,0.004572053734757028,0.0003085110323917672,0.008282507440845993
121,ma_FKFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.207(11),-0.00455(77),49.747123771448834,1.2990403826084724,0.18152204351339288,True,,-0.0033(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-15(15),3.1(9.2),-1.1(8.2),,119(40),44(93),-2(28),-90(66),-17(65),-2(33),0.0006721773291872782,0.006034559383028345,0.00042628569498707536,0.008952254287964671
122,ma_FpiFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.209(13),-0.00462(79),48.189372323880946,1.2094970588992,0.2465230475169217,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00033(17),0.00020(10),,-19(17),3.3(9.2),-0.8(8.7),,113(41),64(88),3(23),-86(55),-40(66),-13(27),0.0006372562357941853,0.007642894460646081,0.0017453161686498755,0.010177323048292356
123,ma-ratio_FKFK_nnnlo_log_logSq_sunset_FV_bijnens,1.1877(90),-0.00402(73),48.14519046473993,1.4341465872329038,0.10945993568314268,True,,0.00059(35),-0.0004(11),0.00029(14),0.00032(16),-0.0034(15),-0.00006(10),-0.00033(17),0.00020(10),,-3(12),8.5(8.6),-1.0(7.8),,71(36),-11(92),-50(36),-23(46),32(62),135(69),0.0005120411125141472,0.004269694505244769,0.0011444599287943787,0.007767498621907205
124,ma-ratio_FKFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.199(10),-0.00433(75),48.16836791614372,1.2225246947626915,0.23615118954093195,True,,0.00027(33),0.0004(11),0.00023(12),0.00022(11),-0.0034(15),-0.00010(10),-0.00033(17),0.00014(10),,-8(14),6.4(8.7),2.2(8.1),,87(38),22(92),-41(25),-35(36),11(57),115(60),0.0006737417615085863,0.005146227974782499,0.00018351491427115351,0.008677587626447386
125,ma-ratio_FpiFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.202(12),-0.00443(77),47.1467963440403,1.0893896918547417,0.3567911572845381,True,,0.00034(35),0.00005(122),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00034(17),0.00020(10),,-14(17),4.7(8.8),4.5(8.2),,86(39),48(88),-23(18),-29(28),-15(51),92(52),0.0006854045711455628,0.006691322485709706,0.0013035483756525849,0.009224697605508096
126,xpt_FKFK_nnnlo_log_logSq_sunset_FV_bijnens,1.1850(76),-0.00394(72),58.45240768034661,0.6674463381404714,0.8379899399715025,True,,-0.0022(25),-0.0018(17),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00033(17),0.00020(10),,-9(12),3.2(9.1),-2.8(7.9),,57(30),-1(92),-7(34),-29(71),-6(71),-22(33),0.00042532322518736416,0.004269437286945198,0.00213818536170087,0.005930777130531915
127,xpt_FKFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.1901(81),-0.00408(72),59.80595168765298,0.4271442970679487,0.9799036743328344,True,,-0.0019(20),-0.0016(18),0.00024(12),0.00022(11),-0.0031(15),-0.00010(10),-0.00033(17),0.00014(10),,-7(15),1.7(9.3),-1.0(8.2),,49(27),-0.09(91.62),-12(21),-35(60),14(66),-39(27),0.0005228699792685993,0.005448916686993703,0.0014947700884646448,0.005808041861981657
128,xpt_FpiFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.1896(90),-0.00407(73),60.52629712620433,0.3153224098070221,0.9965542729225172,True,,-0.0015(25),-0.0018(18),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00033(17),0.00020(10),,-2(16),2.1(9.1),-1.8(8.0),,31(27),-17(84),-21(16),-20(47),24(59),-28(21),0.0005515558600546617,0.006307915895435346,0.002477030656514465,0.005837809439661573
129,xpt-ratio_FKFK_nnnlo_log_logSq_sunset_FV_bijnens,1.1846(72),-0.00393(71),55.963283563297004,0.6106763066876724,0.8868550143729264,True,,0.00030(33),0.0003(10),0.00029(14),0.00033(16),-0.0027(15),-0.00006(10),-0.00034(17),0.00020(10),,-10(12),0.4(8.9),-0.5(7.7),,57(29),17(92),-34(29),12(41),19(62),99(60),0.0004396637481480178,0.0033072939954406386,0.001306959426732192,0.006218650268679678
130,xpt-ratio_FKFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.1886(73),-0.00404(72),57.040645373675936,0.3909551954083101,0.9876837558608332,True,,0.00006(33),0.0006(10),0.00024(12),0.00022(11),-0.0027(15),-0.00010(10),-0.00034(17),0.00014(10),,-10(14),-2.3(9.0),1.8(8.0),,48(26),23(90),-25(17),13(33),20(57),48(45),0.0005344041019553655,0.00422604845854725,0.000946786348342352,0.005910119058058685
