,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,po:A_x,po:L_4,po:L_5,po:L_1,po:L_2,po:L_3,po:L_6,po:L_7,po:L_8,po:L_9,po:A_a,po:A_k,po:A_p,po:A_loga,po:A_aa,po:A_ak,po:A_ap,po:A_kk,po:A_kp,po:A_pp,eb:disc,eb:chiral,eb:pp_input,eb:stat
18,ma_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1886(37),-0.00404(69),47.15840845929048,2.7325430590313906,0.00014747704422197723,True,,-0.0002(28),-0.00048(58),0.00029(14),0.00032(16),-0.0035(15),-0.00006(10),-0.00034(17),0.00020(10),,0.67(26),-0.7(7.4),1.9(3.8),,,,,,,,7.615900126833107e-06,0.0003397597895932413,0.0012053631521760002,0.003378185236670493
19,ma_FpiFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.2017(46),-0.00441(71),51.95822303716696,1.6319578520323528,0.0480286919143847,True,,0.0005(42),0.00041(63),0.00029(14),0.00034(16),-0.0028(15),-0.00006(10),-0.00033(17),0.00020(10),,-5.3(1.5),-2.4(5.4),1.8(2.6),,80(20),,,,,,7.72463713114839e-05,0.00042008523984855584,0.0003553350118244269,0.004552092962875333
20,ma_FpiFpi_nnlo_alphaS_FV,1.2276(97),-0.00514(77),52.8258107992971,1.773718652113773,0.025261038464785092,True,,-0.0001(35),0.00163(69),,,,,,,,-33.8(9.0),-2.6(6.7),5.8(3.4),53(14),,,,,,,0.0015161289457347755,0.0009433690747904183,0.00022051310507162583,0.009424780562805
21,ma_FpiFpi_nnlo_alphaS_a4_FV,1.212(12),-0.00470(78),53.17127402810264,1.2341139965111292,0.22718896267579314,True,,0.0005(35),0.00242(83),,,,,,,,-10(12),-4.5(6.7),6.9(3.5),4(22),114(42),,,,,,0.00276639767385759,0.00028196712892444604,0.0012767649698551228,0.011512370196354815
22,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.2168(83),-0.00483(75),51.79290991179244,1.900160799894748,0.013795886108776377,True,,0.0001(37),0.00016(62),0.00029(14),0.00033(16),-0.0030(15),-0.00006(10),-0.00034(17),0.00020(10),,-25.7(7.3),-1.4(6.2),2.0(3.1),40(11),,,,,,,0.0009972947686185674,0.000684347089132017,0.0010404679846128997,0.008077547570537963
23,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.205(10),-0.00449(76),50.42377045560977,1.6267147463512273,0.04914514905974348,True,,0.0005(42),0.00041(63),0.00029(14),0.00034(16),-0.0028(15),-0.00006(10),-0.00033(17),0.00020(10),,-9(11),-2.4(5.4),1.8(2.7),6(20),72(35),,,,,,0.0021756644800738933,0.0005451936662469594,0.0004212360306888658,0.010177499685843307
24,ma_FKFK_nnnlo_FV,1.206(10),-0.00453(76),52.372632430636386,1.3057709435134657,0.17721991758091654,True,,0.00002(441),0.0032(18),,,,,,,,-15(12),-0.7(9.2),1.3(7.7),,137(38),44(92),-9(37),-43(54),27(64),-2(27),0.0005959328772897204,0.00441398987277031,0.0010560036844188448,0.008794733988125851
25,ma_FKFK_nnnlo_a4_FV,1.206(10),-0.00453(76),52.372632430636386,1.3057709435134657,0.17721991758091654,True,,0.00002(441),0.0032(18),,,,,,,,-15(12),-0.7(9.2),1.3(7.7),,137(38),44(92),-9(37),-43(54),27(64),-2(27),0.0005959328772897204,0.00441398987277031,0.0010560036844188448,0.008794733988125851
26,ma_FKFK_nnnlo_log_logSq_sunset_FV_bijnens,1.1979(96),-0.00430(74),50.18296466840597,1.5493724824366952,0.0684961734716101,True,,-0.0015(46),0.0002(15),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-10(12),5.3(8.6),-3.4(7.7),,115(38),20(93),-9(36),-55(55),-0.1(63.1),34(33),0.0005847055301016178,0.004572053781149288,0.000308510206918891,0.008282476746022881
27,ma_FKFK_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.1979(96),-0.00430(74),50.18296466840597,1.5493724824366952,0.0684961734716101,True,,-0.0015(46),0.0002(15),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-10(12),5.3(8.6),-3.4(7.7),,115(38),20(93),-9(36),-55(55),-0.1(63.1),34(33),0.0005847055301016178,0.004572053781149288,0.000308510206918891,0.008282476746022881
28,ma_FKFK_nnnlo_alphaS_FV,1.207(12),-0.00455(78),51.06603812879537,1.3050016815253331,0.17770761043824532,True,,0.00002(441),0.0031(18),,,,,,,,-16(19),-0.7(9.2),1.3(7.7),3(27),131(58),45(93),-10(38),-41(55),27(64),-2(27),0.0022466827261312865,0.003996176820472889,0.0009924111178038683,0.010887666873140396
29,ma_FKFK_nnnlo_alphaS_a4_FV,1.207(12),-0.00455(78),51.06603812879537,1.3050016815253331,0.17770761043824532,True,,0.00002(441),0.0031(18),,,,,,,,-16(19),-0.7(9.2),1.3(7.7),3(27),131(58),45(93),-10(38),-41(55),27(64),-2(27),0.0022466827261312865,0.003996176820472889,0.0009924111178038683,0.010887666873140396
30,ma_FKFK_nnnlo_log_logSq_sunset_alphaS_FV_bijnens,1.199(11),-0.00434(76),48.91459862120388,1.5393943221937902,0.07142371356029861,True,,-0.0018(43),-0.0001(17),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-16(19),5.2(8.6),-3.4(7.7),11(26),92(58),21(93),-15(38),-50(60),0.8(63.5),29(35),0.002009532169751381,0.004253813136054934,0.0006388013700876946,0.010135868676345972
31,ma_FKFK_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.199(11),-0.00434(76),48.91459862120388,1.5393943221937902,0.07142371356029861,True,,-0.0018(43),-0.0001(17),0.00029(14),0.00033(16),-0.0031(15),-0.00006(10),-0.00033(17),0.00020(10),,-16(19),5.2(8.6),-3.4(7.7),11(26),92(58),21(93),-15(38),-50(60),0.8(63.5),29(35),0.002009532169751381,0.004253813136054934,0.0006388013700876946,0.010135868676345972
32,ma_FKFpi_nnnlo_FV,1.206(11),-0.00453(77),51.074214610568646,1.1815987710942968,0.2697945177435318,True,,-0.0015(34),0.0023(22),,,,,,,,-17(15),-0.004(9.424),3.1(8.4),,119(41),59(92),-14(27),-42(54),27(64),-14(17),0.0007062630141127992,0.005387191267265841,0.0010441752075196283,0.009342302009105852
33,ma_FKFpi_nnnlo_a4_FV,1.206(11),-0.00453(77),51.074214610568646,1.1815987710942968,0.2697945177435318,True,,-0.0015(34),0.0023(22),,,,,,,,-17(15),-0.004(9.424),3.1(8.4),,119(41),59(92),-14(27),-42(54),27(64),-14(17),0.0007062630141127992,0.005387191267265841,0.0010441752075196283,0.009342302009105852
34,ma_FKFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.207(11),-0.00455(77),49.74687162218515,1.2990403826091788,0.1815220435129367,True,,-0.0033(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-15(15),3.1(9.2),-1.1(8.2),,119(40),44(93),-2(28),-90(66),-17(65),-2(33),0.0006721772558627869,0.00603455901042806,0.00042628493010696516,0.008952273922579575
35,ma_FKFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.207(11),-0.00455(77),49.74687162218515,1.2990403826091788,0.1815220435129367,True,,-0.0033(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-15(15),3.1(9.2),-1.1(8.2),,119(40),44(93),-2(28),-90(66),-17(65),-2(33),0.0006721772558627869,0.00603455901042806,0.00042628493010696516,0.008952273922579575
36,ma_FKFpi_nnnlo_alphaS_FV,1.208(14),-0.00459(80),49.78661848338036,1.1776970539057483,0.2731642194957276,True,,-0.0015(34),0.0023(22),,,,,,,,-21(21),0.004(9.424),3.2(8.4),6(25),108(58),62(93),-16(28),-41(54),26(65),-14(17),0.002625770192541392,0.0055451650601898005,0.0009567684985561613,0.011925196340442666
37,ma_FKFpi_nnnlo_alphaS_a4_FV,1.208(14),-0.00459(80),49.78661848338036,1.1776970539057483,0.2731642194957276,True,,-0.0015(34),0.0023(22),,,,,,,,-21(21),0.004(9.424),3.2(8.4),6(25),108(58),62(93),-16(28),-41(54),26(65),-14(17),0.002625770192541392,0.0055451650601898005,0.0009567684985561613,0.011925196340442666
38,ma_FKFpi_nnnlo_log_logSq_sunset_alphaS_FV_bijnens,1.210(14),-0.00463(80),48.51546812399971,1.2900555423738804,0.1873893610638852,True,,-0.0032(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-21(21),3.0(9.2),-1.0(8.2),10(25),103(57),49(93),-5(29),-88(67),-17(65),-2(33),0.002615947866726803,0.005988804430977503,0.0003165405708807298,0.011772612452268913
39,ma_FKFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.210(14),-0.00463(80),48.51546812399971,1.2900555423738804,0.1873893610638852,True,,-0.0032(23),-0.0009(21),0.00024(12),0.00022(11),-0.0032(15),-0.00010(10),-0.00033(17),0.00014(10),,-21(21),3.0(9.2),-1.0(8.2),10(25),103(57),49(93),-5(29),-88(67),-17(65),-2(33),0.002615947866726803,0.005988804430977503,0.0003165405708807298,0.011772612452268913
40,ma_FpiFpi_nnnlo_FV,1.205(12),-0.00451(78),49.41444410975983,1.1458858788865527,0.3016826638855763,True,,-0.0009(45),0.0018(19),,,,,,,,-22(17),0.03(9.37),3.5(8.2),,110(41),84(88),-6(21),-29(36),11(53),-3.1(9.0),0.000596899863048133,0.006054655410479771,0.002601099834231984,0.010130517736401551
41,ma_FpiFpi_nnnlo_a4_FV,1.205(12),-0.00451(78),49.41444410975983,1.1458858788865527,0.3016826638855763,True,,-0.0009(45),0.0018(19),,,,,,,,-22(17),0.03(9.37),3.5(8.2),,110(41),84(88),-6(21),-29(36),11(53),-3.1(9.0),0.000596899863048133,0.006054655410479771,0.002601099834231984,0.010130517736401551
42,ma_FpiFpi_nnnlo_log_logSq_sunset_FV_bijnens,1.209(13),-0.00462(79),48.189695199774654,1.2094970588989358,0.2465230475171355,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00033(17),0.00020(10),,-19(17),3.3(9.2),-0.8(8.7),,113(41),64(88),3(23),-86(55),-40(66),-13(27),0.0006372564904385947,0.007642896734124127,0.0017453162690001314,0.01017735353153057
43,ma_FpiFpi_nnnlo_log_logSq_sunset_a4_FV_bijnens,1.209(13),-0.00462(79),48.189695199774654,1.2094970588989358,0.2465230475171355,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0032(15),-0.00006(10),-0.00033(17),0.00020(10),,-19(17),3.3(9.2),-0.8(8.7),,113(41),64(88),3(23),-86(55),-40(66),-13(27),0.0006372564904385947,0.007642896734124127,0.0017453162690001314,0.01017735353153057
44,ma_FpiFpi_nnnlo_alphaS_FV,1.209(16),-0.00463(83),48.20324443935127,1.1347818256430406,0.3120708062186379,True,,-0.0009(45),0.0018(19),,,,,,,,-29(23),0.07(9.37),3.8(8.3),11(24),94(54),91(88),-7(21),-29(36),10(53),-3.4(8.9),0.003146505016079857,0.006809840945987014,0.002447645615727477,0.0136287086364144
45,ma_FpiFpi_nnnlo_alphaS_a4_FV,1.209(16),-0.00463(83),48.20324443935127,1.1347818256430406,0.3120708062186379,True,,-0.0009(45),0.0018(19),,,,,,,,-29(23),0.07(9.37),3.8(8.3),11(24),94(54),91(88),-7(21),-29(36),10(53),-3.4(8.9),0.003146505016079857,0.006809840945987014,0.002447645615727477,0.0136287086364144
46,ma_FpiFpi_nnnlo_log_logSq_sunset_alphaS_FV_bijnens,1.214(17),-0.00477(85),47.04917650551463,1.1928510278262592,0.2602345103092871,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00033(17),0.00020(10),,-28(23),3.1(9.2),-0.4(8.7),13(24),93(54),73(89),0.7(23.4),-85(55),-41(66),-14(27),0.0032753360915913536,0.008166085848500452,0.0015624898813056136,0.0139107084013856
47,ma_FpiFpi_nnnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.214(17),-0.00477(85),47.04917650551463,1.1928510278262592,0.2602345103092871,True,,-0.0037(21),-0.0020(21),0.00029(14),0.00032(16),-0.0033(15),-0.00006(10),-0.00033(17),0.00020(10),,-28(23),3.1(9.2),-0.4(8.7),13(24),93(54),73(89),0.7(23.4),-85(55),-41(66),-14(27),0.0032753360915913536,0.008166085848500452,0.0015624898813056136,0.0139107084013856
48,ma-ratio_FKFK_nnlo_FV,1.1823(36),-0.00387(69),48.81165032449732,2.2890578357178355,0.0018371801651850183,True,,0.00094(32),-0.00269(84),,,,,,,,-4.0(1.0),16.0(3.4),-1.2(1.6),,,,,,,,7.508305696732547e-07,0.00017580735085135965,0.0030671013672296642,0.0017804500238963808
49,ma-ratio_FKFK_nnlo_a4_FV,1.1926(77),-0.00415(72),47.049387295843445,2.1418063472879547,0.004041085319558596,True,,0.00022(55),-0.0009(15),,,,,,,,-6.1(1.7),9.1(5.6),-2.9(1.7),,54(34),,,,,,0.0002519685410789386,0.003992662767411163,0.0020986301817002527,0.006175567844518233
50,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1823(35),-0.00387(69),48.8968824362732,2.224189124118229,0.002608862487160464,True,,0.00097(28),-0.00262(67),0.00028(14),0.00030(16),-0.0046(15),-0.00005(10),-0.00033(17),0.00021(10),,-3.74(85),12.8(3.8),-1.7(2.3),,,,,,,,6.813017828085403e-06,0.0008152198078569793,0.002822919993024552,0.0019150552174804017
51,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1899(53),-0.00408(70),47.28142514690862,2.0317852449163607,0.007144977647279563,True,,0.00052(38),-0.00169(86),0.00028(14),0.00031(16),-0.0045(15),-0.00005(10),-0.00032(17),0.00021(10),,-6.3(1.7),7.2(4.5),-4.2(2.6),,50(27),,,,,,0.00013400975151878054,0.001809154708098937,0.0022528619994565844,0.0044093202982559785
52,ma-ratio_FKFK_nnlo_alphaS_FV,1.1943(99),-0.00420(74),48.05817793657307,2.1855904616706674,0.0032060931860335424,True,,0.00056(43),-0.0017(11),,,,,,,,-16.7(9.6),12.8(4.2),-2.5(1.7),21(16),,,,,,,0.0017119895792771856,0.0029724773042686136,0.002694003495874412,0.008837601480591662
53,ma-ratio_FKFK_nnlo_alphaS_a4_FV,1.194(10),-0.00421(75),45.60569053075885,2.137565109451692,0.004132146953912022,True,,0.00023(56),-0.0009(15),,,,,,,,-9(13),9.3(5.7),-2.9(1.7),6(23),45(48),,,,,,0.0018575686748759802,0.0035342458667521953,0.002145958580871543,0.00933230550301676
54,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1948(85),-0.00422(73),48.48074321842928,2.073738322939601,0.0057611426472502884,True,,0.00066(34),-0.00199(79),0.00028(14),0.00030(16),-0.0046(15),-0.00005(10),-0.00032(17),0.00021(10),,-18.4(9.1),9.2(4.1),-3.6(2.5),24(15),,,,,,,0.0013506397656656544,0.002110495391309739,0.002562752887140388,0.0077001917287668675
55,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1924(90),-0.00415(73),45.86071339221362,2.0244735385185004,0.007416170096165556,True,,0.00051(38),-0.00168(86),0.00028(14),0.00030(16),-0.0045(15),-0.00005(10),-0.00032(17),0.00021(10),,-11(13),7.2(4.5),-4.3(2.7),8(23),39(42),,,,,,0.0019026527580331602,0.0016809839990975454,0.002287543891311642,0.008279016516577718
56,ma-ratio_FKFpi_nnlo_FV,1.1920(27),-0.00414(69),45.57332454439143,2.7522251788727172,0.00013127360109076508,True,,0.00044(23),-0.00108(65),,,,,,,,-1.74(69),10.7(2.5),5.5(1.1),,,,,,,,3.122160196056021e-06,0.00013224866459205187,0.0020410230880982807,0.0017495546921200468
57,ma-ratio_FKFpi_nnlo_a4_FV,1.210(11),-0.00465(77),43.94754840258727,2.370702685625358,0.0011730881253918973,True,,-0.00047(53),0.0015(16),,,,,,,,-5.1(1.7),0.9(6.4),5.3(2.0),,77(38),,,,,,0.0004405390885759092,0.0073775055810103626,0.0006883523680101135,0.008388875088502131
58,ma-ratio_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1889(29),-0.00405(69),47.813549396427476,2.4329258210848264,0.0008291407003656034,True,,0.00071(22),-0.00185(59),0.00023(12),0.00020(11),-0.0054(14),-0.00009(10),-0.00032(17),0.00015(10),,-1.89(56),7.6(2.6),3.2(1.8),,,,,,,,5.466937633476147e-06,0.0008603427018846055,0.0019091039888453688,0.0020459562828312665
59,ma-ratio_FKFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.2003(56),-0.00437(71),46.94052721303049,2.0158482818796344,0.007748547635824663,True,,0.00012(34),-0.00056(81),0.00023(12),0.00021(11),-0.0050(14),-0.00010(10),-0.00031(17),0.00015(10),,-5.5(1.6),0.4(3.8),-1.0(2.6),,67(26),,,,,,0.0001463338026448115,0.0022888819981065553,0.0011025132781971637,0.004860768957424681
60,ma-ratio_FKFpi_nnlo_alphaS_FV,1.209(11),-0.00462(77),44.772406363243114,2.554042569070398,0.0004169788495847027,True,,0.00001(35),0.00009(101),,,,,,,,-17.0(8.9),6.7(3.8),4.9(1.3),25(15),,,,,,,0.001810933442040236,0.003242689839594936,0.001561221958701543,0.010047375562384293
61,ma-ratio_FKFpi_nnlo_alphaS_a4_FV,1.210(14),-0.00465(80),42.39877405504304,2.370684916626272,0.001173203649395548,True,,-0.00047(53),0.0015(16),,,,,,,,-5(12),0.9(6.4),5.3(2.0),0.4(21.2),77(50),,,,,,0.0018894570650656922,0.006672430982682149,0.0006917145454192088,0.011556378120867624
62,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.2066(88),-0.00455(74),47.906058854462174,2.1363642366300017,0.004158282572225338,True,,0.00036(29),-0.00108(71),0.00023(12),0.00021(11),-0.0053(14),-0.00010(10),-0.00032(17),0.00015(10),,-19.8(8.2),3.4(3.2),0.6(2.2),29(13),,,,,,,0.0012771605146185267,0.002324878657070612,0.001572198264448456,0.008144688355591888
63,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.2035(96),-0.00446(75),45.42043569470804,2.005990194736019,0.008145594092270055,True,,0.00012(34),-0.00055(81),0.00023(12),0.00021(11),-0.0050(14),-0.00010(10),-0.00031(17),0.00015(10),,-10(11),0.4(3.8),-1.1(2.7),8(20),55(38),,,,,,0.0018275129665024626,0.002258187770151081,0.001141097419214552,0.009106708121409356
64,ma-ratio_FpiFpi_nnlo_FV,1.1946(30),-0.00421(70),43.821160819426325,2.9399009359860893,4.25689599372898e-05,True,,0.00028(17),-0.00069(52),,,,,,,,-0.53(47),4.7(1.8),4.48(83),,,,,,,,5.0277178435971165e-06,0.00019448623545536078,0.002278190235450844,0.001957264099349745
65,ma-ratio_FpiFpi_nnlo_a4_FV,1.222(17),-0.00497(86),43.4458590742194,2.161006569135735,0.003652197068188061,True,,-0.00070(57),0.0021(17),,,,,,,,-5.8(2.2),-5.0(6.7),4.5(2.2),,100(47),,,,,,0.0008580052997982298,0.012437779206642685,0.0004697567521680666,0.0115691857966811
66,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1913(35),-0.00412(70),47.525247544028794,2.48182956603424,0.0006293567034778447,True,,0.00075(20),-0.00205(56),0.00028(14),0.00028(16),-0.0059(14),-0.00005(10),-0.00031(17),0.00021(10),,-1.18(39),3.2(1.7),1.6(1.8),,,,,,,,3.784189754697801e-06,0.0008406768716253852,0.0024067963082834197,0.0022754448072222376
67,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.2045(59),-0.00449(72),46.794180118572406,1.9082904083219432,0.013257130110139629,True,,0.00021(30),-0.00079(76),0.00028(14),0.00030(16),-0.0052(14),-0.00006(10),-0.00030(17),0.00021(10),,-5.4(1.6),-1.9(2.6),-1.2(2.0),,68(25),,,,,,0.00015048666126160786,0.002273035810507128,0.00106104962390477,0.005286648958598678
68,ma-ratio_FpiFpi_nnlo_alphaS_FV,1.222(13),-0.00497(81),43.807802111299466,2.517744206975633,0.000513180444316925,True,,-0.00022(33),0.00067(97),,,,,,,,-21.1(9.5),0.5(3.3),4.1(1.1),33(15),,,,,,,0.002385621255142888,0.003893438946563361,0.0012872551131557115,0.01247166367143279
